issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
3,7,3,1,10874,0,42,1162,11133,18,3,328,197,3300,4101,0,0,False
46,14,2,4,11868,0,42,1154,11995,3,2,343,198,3532,4348,0,0,False
159,30,3,1,22540,0,47,487,22613,2,1,176,96,6017,6979,0,0,False
32,39,3,4,21789,0,47,744,21891,1,0,318,155,5731,6668,0,0,False
47,30,6,12,420,0,19,173,447,2,1,158,65,209,329,0,2,False
18,21,5,6,3286,0,37,176,3305,8,7,84,33,1504,2100,0,2,False
22,6,2,1,4366,0,38,327,4419,5,4,104,58,1781,2423,0,0,False
121,15,5,7,21387,0,46,630,21508,1,0,253,138,5582,6510,0,1,False
188,9,3,2,21309,0,46,600,21400,1,0,258,136,5546,6472,0,0,True
86,30,5,4,16478,0,45,899,16632,3,2,123,81,4425,5301,0,0,False
112,37,4,5,2424,0,34,276,2436,43,8,110,34,1215,1747,0,2,False
16,16,2,3,18449,0,46,906,18565,1,5,216,126,4847,5742,0,0,False
86,31,2,1,10319,0,42,1490,10665,11,8,390,259,3167,3962,0,0,False
27,25,7,3,441,0,19,175,469,3,1,148,56,226,351,0,3,False
64,14,2,1,5074,0,39,339,5130,14,8,89,37,2097,2769,0,0,False
166,19,3,4,15646,0,45,1137,15809,19,15,121,71,4343,5216,0,0,False
37,16,2,2,22315,0,47,700,22430,23,8,272,105,5878,6824,0,0,False
54,115,2,1,19466,0,46,809,19638,5,2,212,115,5065,5966,0,0,False
43,21,3,1,9395,0,42,1161,9567,1,0,278,149,2945,3712,0,1,False
68,25,3,8,10843,0,42,1175,11074,6,4,346,196,3294,4095,0,0,False
52,55,3,3,12464,0,43,1188,12689,2,1,406,226,3710,4534,0,0,False
25,16,10,9,1084,0,27,303,1107,101,54,262,109,673,1011,0,5,False
43,20,3,3,11453,0,42,1188,11716,3,2,317,221,3443,4252,0,0,False
242,61,3,12,20645,0,46,892,20751,1,2,263,160,5369,6284,0,0,False
36,20,4,1,3265,0,37,150,3280,3,1,84,30,1495,2090,1,2,False
32,10,3,3,1078,0,27,303,1104,108,54,271,107,672,1006,3,1,False
42,15,2,1,13367,0,44,1213,13555,23,13,203,128,4009,4863,0,0,False
34,43,5,13,22866,0,47,161,23000,4,0,96,35,6101,7064,0,0,False
101,29,9,4,3231,0,37,97,3245,1,0,67,30,1477,2068,0,4,False
66,6,3,1,20126,0,46,958,20235,2,2,283,152,5231,6141,0,1,False
54,21,2,5,6574,0,42,556,6671,11,19,117,68,2357,3069,0,0,False
72,16,6,3,475,0,20,208,496,1,0,124,62,241,370,0,3,False
37,46,2,2,12093,0,43,1188,12251,4,3,384,209,3594,4415,0,0,False
89,23,4,2,2386,0,34,269,2418,2,1,114,40,1206,1728,0,2,False
71,15,5,3,1025,0,25,222,1051,117,54,272,111,618,915,1,2,True
110,69,3,5,19825,0,46,820,19924,5,3,259,147,5129,6033,0,0,False
94,5,3,1,10171,0,42,1512,10413,1,0,411,270,3116,3909,0,1,False
44,6,3,2,5265,0,40,421,5389,1,0,85,47,2148,2823,1,1,False
62,54,11,10,1428,0,28,339,1468,10,2,149,43,844,1262,0,7,False
65,26,3,6,12701,0,44,1245,12860,15,6,359,195,3761,4593,0,0,False
52,47,2,5,18301,0,46,957,18479,1,0,270,138,4823,5717,0,0,False
27,13,2,2,15098,0,45,632,15195,2,0,127,81,4238,5106,0,0,False
50,26,2,6,19936,0,46,831,20061,2,0,251,135,5158,6062,0,0,False
162,78,4,60,5525,0,41,568,5564,10,8,96,54,2185,2872,2,2,False
83,11,2,1,8503,0,42,1302,8778,32,17,261,114,2816,3570,0,0,False
10,82,6,5,3946,0,37,528,4077,29,9,185,86,1673,2300,0,3,False
44,21,8,6,21547,0,46,637,21638,2,0,236,134,5644,6575,0,2,False
42,29,5,5,13102,0,44,1159,13281,8,1,283,162,3917,4763,0,0,True
22,4,2,2,19867,0,46,817,19989,26,19,254,135,5145,6049,0,0,False
153,55,6,23,21926,0,47,711,22046,60,21,294,126,5792,6731,0,0,False
77,43,2,1,21529,0,46,604,21629,5,1,247,134,5630,6560,0,0,False
123,41,2,2,12694,0,44,1217,12843,1,0,362,194,3757,4589,0,0,False
57,26,4,6,21629,0,47,668,21679,1,0,230,135,5658,6591,0,0,False
56,33,3,24,14625,0,45,722,14768,2,0,120,68,4170,5032,0,1,False
25,5,3,3,1110,0,28,321,1159,75,52,230,101,716,1071,2,1,False
125,50,4,5,17464,0,46,693,17537,4,2,179,90,4574,5452,0,0,False
63,26,3,16,11606,0,42,1113,11814,14,11,329,223,3469,4279,0,0,False
71,51,5,23,23027,0,47,0,23027,1,0,2,0,6177,7141,0,0,False
121,17,2,1,2510,0,34,253,2586,15,7,91,21,1252,1797,2,1,False
59,42,3,7,7194,0,42,539,7295,17,14,125,60,2477,3201,0,0,False
42,39,4,2,2856,0,35,258,2905,6,5,74,34,1362,1935,0,2,False
12,8,2,8,11305,0,42,1090,11454,3,1,293,197,3382,4191,0,0,False
26,41,3,2,22009,0,47,708,22102,39,8,289,121,5807,6746,0,0,False
129,28,3,1,3380,0,37,546,3424,5,1,122,41,1562,2165,0,1,False
17,38,4,3,1279,0,28,354,1344,1,0,150,61,799,1210,1,2,False
40,63,4,7,2479,0,34,276,2549,1,0,96,26,1239,1777,0,2,False
198,64,5,20,2117,0,32,141,2126,7,3,107,42,1037,1513,2,2,False
55,24,2,8,7732,0,42,836,7814,11,19,210,132,2577,3318,0,0,False
35,71,2,6,22456,0,47,571,22541,1,0,258,102,5991,6953,0,0,False
115,17,2,5,10571,0,42,1318,10851,29,17,360,237,3216,4014,0,0,False
14,43,3,13,19769,0,46,791,19867,25,20,253,146,5110,6012,0,1,False
43,9,2,1,7702,0,42,731,7766,10,9,164,93,2566,3307,0,0,False
137,12,3,2,6919,0,42,563,6982,3,0,133,64,2418,3136,0,0,False
467,5,3,3,8550,0,42,1269,8829,30,10,257,108,2817,3571,0,0,False
49,45,8,7,2940,0,35,185,2994,6,5,62,31,1375,1951,0,4,False
39,56,4,3,3151,0,37,95,3156,4,1,64,32,1431,2016,0,2,False
19,20,3,6,11965,0,42,1157,12116,18,12,362,205,3567,4384,0,0,True
114,17,2,3,11338,0,42,1133,11545,1,2,302,214,3400,4209,0,0,False
81,46,5,8,18646,0,46,986,18920,1,0,199,125,4897,5793,0,1,False
65,45,6,4,2952,0,35,201,3010,1,0,62,35,1382,1959,0,2,False
47,8,3,2,12160,0,43,1193,12335,2,0,405,219,3611,4433,0,0,False
37,42,4,16,20067,0,46,901,20153,25,20,261,141,5195,6099,0,0,False
109,6,6,4,2024,0,32,136,2078,1,0,62,31,1013,1486,0,3,False
28,11,2,1,8320,0,42,1374,8563,62,52,304,166,2749,3501,0,0,False
4,9,3,3,13281,0,44,1232,13494,4,1,235,148,3994,4848,0,1,False
17,11,2,2,14144,0,45,932,14258,3,2,145,97,4101,4959,0,0,False
93,10,2,1,14184,0,45,914,14335,17,12,141,91,4111,4969,0,0,False
139,16,2,4,19541,0,46,775,19699,17,10,214,114,5068,5969,0,0,False
32,13,3,5,6747,0,42,547,6825,26,21,117,60,2389,3104,0,0,False
163,45,8,19,14614,0,45,731,14765,16,16,120,69,4170,5032,0,0,False
19,6,1,1,18958,0,46,868,19031,41,0,195,77,4980,5877,0,0,False
8,13,4,1,248,0,17,222,307,81,36,194,88,108,193,0,1,False
23,12,6,3,1927,0,31,193,1961,28,14,70,20,988,1453,0,3,True
19,14,3,1,12738,0,44,1245,12935,2,0,343,193,3786,4619,0,0,True
100,46,4,7,473,0,20,208,492,4,4,125,61,238,367,1,2,False
56,82,5,16,21469,0,46,609,21563,10,3,239,127,5609,6537,0,0,False
136,98,4,4,2933,0,35,192,2954,6,5,60,27,1374,1950,0,2,False
33,55,2,3,21929,0,47,711,22053,21,7,291,122,5792,6731,0,0,False
20,20,2,3,11740,0,42,1040,11860,12,4,322,190,3487,4297,0,0,False
104,27,2,7,7543,0,42,624,7668,30,21,117,62,2540,3276,0,0,False
141,9,4,6,596,0,21,180,633,1,0,138,68,301,457,3,2,False
42,23,7,8,6923,0,42,568,6984,3,0,130,64,2418,3136,0,3,False
37,11,4,7,21182,0,46,669,21347,23,18,258,131,5513,6438,0,0,False
108,34,2,1,4346,0,38,334,4405,2,0,106,59,1780,2422,0,0,False
70,17,6,2,865,0,23,226,911,1,0,346,130,479,713,0,3,False
13,31,5,4,20861,0,46,779,20992,1,0,285,163,5410,6331,0,1,False
3,23,2,2,8725,0,42,1136,8918,14,2,209,89,2832,3589,0,0,False
48,28,2,1,21347,0,46,590,21437,23,20,259,134,5561,6487,0,0,False
243,45,1,3,7333,0,42,504,7428,7,4,112,57,2510,3237,0,0,True
19,9,2,3,11143,0,42,1095,11324,10,7,305,185,3361,4166,0,1,False
68,15,6,4,1137,0,28,317,1175,9,9,209,91,722,1080,0,3,False
148,33,4,24,21434,0,46,620,21543,2,0,246,127,5596,6524,0,1,False
13,6,1,2,18987,0,46,873,19070,12,1,167,82,4987,5884,0,0,False
131,51,3,2,19020,0,46,889,19194,1,0,155,79,5006,5904,0,0,False
58,7,2,3,11609,0,42,1110,11814,7,4,327,222,3469,4279,0,0,False
59,18,2,2,13120,0,44,1162,13299,36,19,279,159,3928,4780,0,0,False
24,6,2,1,9435,0,42,1193,9598,3,0,272,150,2949,3716,0,0,False
93,31,6,8,9797,0,42,1357,9885,14,4,375,238,2989,3761,0,0,False
132,114,5,9,11018,0,42,1123,11220,5,4,319,188,3329,4134,0,0,False
48,26,4,4,12805,0,44,1250,13032,6,2,334,185,3808,4646,0,0,False
33,32,6,3,1738,0,30,342,1824,2,1,112,22,944,1404,0,3,False
37,12,5,3,10060,0,42,1432,10226,3,1,391,251,3076,3866,0,2,False
21,22,2,4,14700,0,45,725,14923,5,4,121,77,4176,5039,0,0,False
22,10,2,2,12896,0,44,1238,13077,1,0,326,180,3833,4671,0,0,False
27,255,3,24,5209,0,40,397,5239,2,0,87,38,2133,2807,0,0,True
41,8,2,1,21450,0,46,617,21552,3,2,242,127,5607,6535,0,0,False
11,4,2,1,8078,0,42,1252,8205,4,0,292,174,2650,3396,0,0,False
47,9,2,1,10202,0,42,1512,10466,34,26,394,264,3133,3926,0,0,False
25,15,5,2,376,0,19,178,414,57,20,168,64,149,263,1,2,False
26,8,2,1,922,0,23,201,969,109,39,305,102,529,786,0,0,False
19,15,3,10,7811,0,42,1027,7865,1,0,255,179,2589,3332,0,0,False
95,8,2,1,23027,0,47,0,23027,3,2,29,10,6163,7127,0,0,False
27,20,4,6,2259,0,34,201,2289,1,0,147,51,1131,1625,0,2,False
40,24,4,1,6340,0,42,668,6519,13,5,144,80,2323,3028,0,1,False
81,4,2,1,16200,0,45,1068,16385,3,1,131,83,4405,5281,0,0,False
76,55,4,6,22470,0,47,557,22561,25,4,219,103,5994,6956,0,0,False
69,14,3,1,19016,0,46,893,19191,1,0,155,81,5003,5901,0,0,False
90,25,4,3,3248,0,37,121,3267,6,5,61,27,1489,2082,0,2,False
229,50,3,10,19867,0,46,814,19983,12,7,255,135,5145,6049,0,0,False
11,14,2,1,5062,0,39,347,5125,5,2,90,42,2094,2766,0,0,False
14,10,3,5,15764,0,45,1202,15974,3,2,127,75,4356,5230,0,0,False
14,3,3,1,20522,0,46,929,20672,35,28,273,165,5348,6263,0,0,False
66,47,2,1,10884,0,42,1169,11148,4,2,325,200,3305,4107,0,0,False
65,12,3,3,10227,0,42,1522,10497,3,3,387,261,3141,3934,0,0,False
39,20,3,3,13755,0,45,1148,13953,3,2,152,101,4048,4904,0,0,False
61,67,4,12,11530,0,42,1152,11766,2,1,323,223,3451,4260,0,0,False
12,4,3,2,975,0,24,200,1001,100,39,276,98,568,845,0,1,False
57,16,4,2,56,0,9,296,122,1,0,187,92,45,86,0,2,False
5,57,2,4,4200,0,37,359,4277,12,4,146,72,1740,2372,0,0,False
137,7,3,1,7782,0,42,956,7840,8,4,255,176,2582,3325,0,0,False
217,9,5,2,13054,0,44,1165,13191,3,1,292,166,3878,4723,0,1,False
104,11,4,3,1279,0,28,354,1342,11,8,152,62,799,1210,0,2,False
37,32,2,4,14283,0,45,897,14526,1,0,137,88,4140,4999,0,0,False
133,61,8,14,17339,0,46,627,17422,1,1,177,92,4548,5426,0,3,False
81,8,2,2,11465,0,42,1190,11734,7,5,322,226,3443,4252,0,0,False
93,21,3,2,13239,0,44,1251,13463,10,3,249,145,3978,4831,0,0,False
41,26,2,2,5196,0,40,379,5217,2,0,87,37,2126,2800,0,0,False
19,14,3,7,11544,0,42,1147,11772,6,4,326,224,3451,4260,0,0,False
46,19,3,5,856,0,23,222,901,25,15,330,119,474,698,0,1,True
35,11,3,9,18616,0,46,962,18752,6,0,200,123,4888,5784,0,0,False
59,49,2,1,22505,0,47,522,22569,15,7,194,101,5995,6957,0,0,False
116,21,3,1,1052,0,27,284,1094,54,31,287,112,664,992,0,1,False
48,9,2,1,7944,0,42,1128,8078,8,6,262,170,2624,3368,0,0,False
16,13,2,7,19836,0,46,827,19949,27,20,255,144,5134,6038,0,0,False
47,52,5,31,10438,0,42,1404,10776,3,1,374,249,3183,3979,0,1,False
46,14,3,4,12235,0,43,1227,12415,2,0,422,233,3639,4461,0,0,False
64,82,6,25,2735,0,35,207,2754,1,1,96,33,1295,1854,1,3,False
51,0,3,0,2151,0,34,167,2170,2,0,138,54,1060,1540,0,1,False
27,41,5,7,17292,0,46,604,17388,1,0,170,92,4541,5418,0,1,False
54,5,5,3,2783,0,35,257,2810,28,7,92,35,1326,1890,0,2,False
65,22,2,1,9195,0,42,1124,9442,8,0,238,119,2926,3691,0,0,False
28,52,3,1,9384,0,42,1148,9565,1,0,271,147,2942,3708,0,0,False
121,66,4,4,7797,0,42,996,7855,2,0,259,182,2588,3331,0,0,False
116,47,11,8,2503,0,34,259,2580,1,1,89,22,1252,1797,0,5,False
100,24,6,5,61,0,9,291,124,4,3,181,90,46,87,0,3,False
91,30,3,2,10963,0,42,1142,11180,7,7,319,188,3313,4118,0,0,False
29,21,4,11,1621,0,29,357,1654,18,8,124,19,904,1352,2,1,True
117,79,2,1,4122,0,37,401,4234,16,6,165,76,1730,2359,0,0,False
426,54,2,3,10872,0,42,1161,11123,9,6,346,199,3300,4101,0,0,False
97,44,2,3,20492,0,46,938,20653,6,1,274,160,5344,6259,0,0,False
288,24,5,5,22452,0,47,575,22540,57,17,277,103,5990,6952,0,0,False
13,14,3,1,2171,0,34,189,2204,2,1,152,54,1083,1564,0,1,False
65,42,3,6,22762,0,47,265,22923,5,3,124,53,6089,7052,0,0,False
35,11,2,1,8445,0,42,1322,8727,49,27,281,128,2809,3562,0,0,False
108,4,1,1,18151,0,46,922,18311,18,5,278,168,4762,5653,0,0,False
106,5,2,2,5394,0,41,408,5437,7,4,100,49,2159,2836,0,0,False
70,1,2,1,23027,0,47,0,23027,5,0,57,23,6156,7120,0,0,False
127,30,6,7,680,0,22,129,723,2,1,113,55,345,515,1,3,False
13,0,2,0,18057,0,46,946,18227,53,36,275,178,4728,5618,0,0,False
2327,31,3,1,22491,0,47,536,22564,13,3,198,101,5994,6956,0,0,False
49,12,4,2,20153,0,46,962,20286,1,5,276,151,5243,6153,0,1,False
79,46,4,8,14173,0,45,914,14312,18,13,141,91,4111,4969,0,0,False
8,23,5,9,733,0,22,132,761,16,9,116,55,378,560,0,2,True
34,37,2,2,21882,0,47,706,21980,14,2,308,138,5774,6711,0,0,False
68,42,3,3,22472,0,47,555,22561,16,16,211,103,5994,6956,0,0,False
68,28,2,2,4731,0,39,372,4784,1,0,210,126,1919,2575,0,0,False
112,57,3,7,17362,0,46,622,17449,7,7,177,91,4551,5429,0,0,False
27,30,4,7,20375,0,46,995,20565,5,1,277,161,5320,6234,0,1,False
8,6,2,2,17653,0,46,869,17762,3,1,242,141,4645,5530,0,0,False
17,23,2,3,4837,0,39,337,4882,42,15,190,99,1971,2628,0,0,False
213,44,2,3,8967,0,42,1128,9138,3,3,220,100,2868,3630,0,0,False
32,3,2,1,20773,0,46,861,20967,42,31,287,171,5402,6323,0,0,False
128,22,7,6,4922,0,39,307,4972,4,2,142,71,2024,2688,0,3,False
24,14,2,1,11312,0,42,1094,11478,5,4,291,199,3386,4195,0,0,False
161,28,4,3,19012,0,46,893,19184,13,5,159,82,5002,5900,0,0,False
25,8,3,2,6799,0,42,560,6879,4,2,120,64,2394,3109,0,0,False
182,13,2,3,21546,0,46,635,21638,2,1,238,134,5644,6575,0,0,False
14,8,2,1,21011,0,46,720,21151,38,26,259,133,5460,6382,0,0,False
24,16,3,3,13396,0,44,1195,13566,1,0,192,124,4013,4867,0,0,False
77,68,2,3,11050,0,42,1131,11252,9,4,312,193,3342,4147,0,0,False
282,53,4,7,18348,0,46,956,18531,29,13,258,131,4835,5729,0,0,False
42,13,3,3,1085,0,27,310,1108,95,60,254,108,675,1013,3,1,False
12,103,4,6,16163,0,45,1086,16338,3,2,135,84,4395,5270,0,1,False
9,30,4,5,2375,0,34,275,2417,13,10,117,41,1205,1727,0,1,False
70,44,5,7,20653,0,46,887,20767,4,1,264,163,5370,6285,0,0,True
24,0,2,0,18424,0,46,914,18551,16,9,230,129,4846,5741,0,0,False
113,0,2,0,22363,0,47,664,22457,26,16,272,103,5920,6872,0,0,False
56,29,4,6,906,0,23,204,960,2,3,313,120,515,762,4,2,False
43,23,3,3,16540,0,45,860,16702,18,13,129,84,4428,5304,0,1,False
119,31,4,1,205,0,15,242,266,1,0,201,105,90,165,0,2,False
7,4,1,2,1034,0,25,230,1052,128,45,288,109,620,920,0,0,False
1,0,2,0,3125,0,37,115,3153,4,2,56,31,1429,2012,0,0,False
140,20,6,11,1831,0,30,267,1921,3,2,82,19,973,1435,0,3,False
225,61,4,6,17388,0,46,638,17478,3,1,169,84,4556,5434,0,0,False
40,9,3,2,23027,0,47,0,23027,7,1,41,17,6160,7124,0,0,False
23,26,5,4,15540,0,45,982,15611,14,6,114,56,4320,5190,0,2,False
94,48,2,2,22244,0,47,732,22399,11,9,283,117,5872,6818,0,0,True
100,12,3,2,21693,0,47,740,21807,16,8,232,146,5696,6630,0,0,False
39,26,2,2,4720,0,39,355,4767,14,7,220,123,1897,2552,0,0,False
53,17,1,2,6772,0,42,555,6871,1,1,119,62,2393,3108,0,0,False
32,4,2,2,4896,0,39,311,4940,4,0,153,76,2017,2680,0,0,False
6,18,3,3,17247,0,45,556,17294,2,1,157,83,4520,5397,0,0,False
563,30,3,5,17960,0,46,1006,18113,1,0,241,156,4708,5595,0,0,False
56,23,2,2,10283,0,42,1505,10623,5,4,384,256,3160,3955,0,0,False
105,64,5,6,22792,0,47,235,22946,1,0,115,48,6092,7055,0,1,False
35,24,3,4,19960,0,46,880,20074,6,1,252,135,5162,6066,0,0,False
33,42,2,1,6854,0,42,560,6926,1,0,124,61,2410,3127,0,0,False
100,5,4,1,3377,0,37,473,3420,7,8,130,40,1562,2165,0,2,False
86,11,2,1,8725,0,42,1136,8918,6,0,222,89,2832,3589,0,0,False
54,8,5,3,17766,0,46,850,17860,1,0,225,148,4672,5558,0,0,True
21,19,5,15,13249,0,44,1246,13478,1,0,243,148,3990,4843,0,0,False
44,0,1,0,15303,0,45,795,15394,3,1,125,70,4279,5148,0,0,False
19,8,2,2,2612,0,34,191,2652,10,3,81,16,1271,1820,0,1,False
12,4,2,1,786,0,22,196,799,2,1,245,97,396,584,0,1,True
87,17,8,5,924,0,23,224,975,74,35,313,109,544,806,0,4,False
13,10,2,3,7411,0,42,455,7482,1,0,114,57,2521,3254,0,0,False
43,12,2,2,11048,0,42,1130,11244,25,19,316,193,3342,4147,0,0,False
51,56,4,7,2620,0,34,189,2669,39,11,80,16,1275,1825,0,2,False
8,5,1,1,18958,0,46,868,19034,38,0,193,77,4980,5877,0,0,False
27,7,5,1,2297,0,34,211,2333,1,0,142,46,1164,1674,3,3,False
12,5,3,2,2080,0,32,128,2090,10,9,78,31,1021,1494,0,1,False
7,22,6,8,447,0,19,186,472,23,33,127,59,229,354,0,3,True
44,38,3,3,17686,0,46,856,17772,3,7,229,139,4648,5533,0,0,False
74,20,3,3,4720,0,39,357,4768,1,0,218,123,1897,2552,0,0,False
105,38,4,9,7715,0,42,745,7782,10,3,184,114,2567,3308,0,0,False
37,30,3,3,20416,0,46,968,20597,9,4,274,159,5327,6241,0,0,False
39,16,4,5,3245,0,37,103,3261,4,0,62,27,1487,2079,0,2,False
28,7,2,2,4782,0,39,371,4853,5,4,205,116,1949,2605,0,0,True
99,48,21,13,2288,0,34,199,2315,13,4,144,50,1151,1655,0,18,False
11,65,2,6,19064,0,46,918,19284,22,14,164,91,5015,5914,0,0,False
39,17,5,7,523,0,20,227,567,30,18,155,76,274,415,0,2,False
11,18,3,3,8472,0,42,1325,8756,22,10,266,117,2813,3566,0,0,False
15,77,2,1,4729,0,39,360,4781,1,0,213,125,1906,2562,0,0,False
41,8,2,1,8174,0,42,1319,8294,75,63,315,178,2660,3408,0,0,False
38,0,2,0,7865,0,42,1162,8031,16,10,264,175,2621,3365,0,0,False
42,5,3,6,1185,0,28,336,1231,18,20,205,75,758,1141,0,1,False
24,32,2,1,10818,0,42,1177,11033,29,23,347,198,3279,4078,0,0,False
53,16,2,2,6058,0,42,796,6126,1,2,165,87,2269,2965,0,0,False
47,0,3,0,2700,0,34,195,2735,4,2,95,31,1293,1849,0,1,False
29,20,4,2,2285,0,34,194,2311,40,14,145,49,1145,1644,0,2,False
81,22,6,7,10857,0,42,1170,11108,1,2,345,196,3297,4098,0,0,False
72,10,3,1,13478,0,44,1162,13621,4,4,177,112,4021,4875,0,0,False
61,20,4,7,4726,0,39,362,4779,6,5,216,127,1904,2560,0,0,False
101,43,5,2,1510,0,29,426,1596,1,0,152,37,874,1308,0,2,False
39,57,3,5,20092,0,46,935,20181,2,3,271,146,5202,6106,0,0,False
89,33,12,17,3505,0,37,728,3573,5,0,169,71,1595,2201,0,6,False
48,3,3,2,6084,0,42,797,6230,5,3,163,87,2279,2977,0,0,False
6,35,2,4,6857,0,42,559,6926,2,1,124,61,2411,3128,0,0,False
34,13,4,2,16806,0,45,721,17050,1,0,126,75,4466,5343,0,1,False
43,23,3,11,4110,0,37,409,4230,14,6,169,80,1726,2355,0,0,False
86,23,4,3,2429,0,34,284,2464,37,7,104,33,1220,1752,0,2,False
51,32,3,3,21327,0,46,595,21418,10,2,259,134,5552,6478,0,0,False
34,9,2,1,12528,0,43,1149,12698,1,0,407,229,3718,4542,0,0,False
122,74,5,18,1279,0,28,354,1345,6,5,149,61,799,1210,0,2,False
