issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
25,18,4,2,4994,0,130,363,5053,14,0,596,1,2775,7476,0,2,False
190,10,3,3,8215,0,149,130,8234,6,0,207,0,5291,13275,0,1,False
126,43,9,14,5909,0,133,284,5982,6,4,507,0,2986,8893,0,5,False
56,2,2,2,7501,0,143,132,7524,16,0,194,0,4544,11998,0,0,False
16,28,5,24,7161,0,142,117,7175,5,0,218,1,4173,11342,0,1,False
18,28,8,5,6558,0,137,172,6598,15,0,337,0,3545,10092,0,4,False
32,16,2,3,7550,0,143,133,7573,46,0,248,0,4596,12073,0,0,False
22,24,8,4,4587,53,128,467,4630,25,0,659,1,2635,6899,0,4,False
38,48,11,24,2168,0,122,718,2315,4,0,986,4,1284,3605,1,5,False
57,22,5,3,6458,0,137,150,6471,14,19,310,10,3436,9861,0,3,False
110,17,6,5,2662,0,124,555,2767,11,0,791,29,1621,4231,0,2,False
5,38,5,7,1067,0,90,507,1165,8,1,841,0,447,1912,0,2,False
107,1335,5,15,1429,0,104,548,1482,6,3,831,8,747,2470,0,2,False
48,55,4,14,7723,0,143,81,7731,6,0,154,0,4762,12388,0,0,False
221,28,7,4,2551,0,124,594,2665,21,1,845,26,1563,4100,0,3,False
120,18,11,7,6876,0,139,112,6889,1,0,237,2,3885,10797,0,6,False
50,18,8,9,6056,0,133,291,6097,15,0,521,44,3066,9081,0,4,False
91,15,7,4,1679,0,107,747,1766,17,14,1022,185,967,2894,0,3,False
34,32,10,22,6822,0,139,113,6836,4,0,311,2,3825,10648,0,5,False
73,23,7,8,4169,0,127,391,4272,1,0,628,6,2318,6300,0,3,False
6,14,2,3,1067,0,90,507,1165,94,3,843,0,447,1912,0,1,False
63,30,10,12,4222,0,127,358,4300,19,5,597,6,2340,6355,0,6,False
61,77,8,21,2750,0,124,560,2851,9,15,811,5,1678,4368,0,4,False
22,91,43,44,8147,0,149,139,8180,1,0,243,0,5241,13193,1,33,False
400,13,7,6,6542,0,137,166,6574,26,2,328,0,3530,10062,0,4,False
21,33,5,33,8458,0,149,61,8495,16,0,170,0,5568,13704,0,0,False
58,20,8,14,3971,0,127,523,4092,7,0,770,2,2218,6040,0,3,False
148,42,9,19,1053,0,90,499,1144,13,1,842,0,427,1874,1,4,False
39,185,10,21,1292,0,101,492,1362,41,1,811,3,624,2234,1,5,False
25,89,17,31,3061,0,125,749,3152,89,35,973,241,1748,4813,0,11,False
26,4,2,2,7480,0,143,126,7491,46,0,201,0,4515,11961,0,0,False
6,116,10,24,7996,0,145,96,8004,7,0,151,1,5067,12904,0,5,False
44,27,4,5,7294,0,142,74,7307,3,0,170,0,4301,11588,0,0,False
30,14,8,9,3438,0,125,804,3573,37,0,1081,1,1915,5356,0,3,False
69,41,7,5,3156,0,125,811,3243,11,9,1050,321,1758,4923,0,3,False
61,38,2,3,7749,0,144,83,7761,27,0,153,0,4794,12439,0,0,False
43,34,6,16,1809,0,109,771,1914,21,12,1047,208,1037,3083,0,2,False
101,57,6,8,1858,0,109,760,1951,22,2,1042,222,1059,3133,1,2,False
40,22,6,6,6650,0,137,128,6665,7,0,311,0,3624,10238,1,3,False
96,27,6,8,6254,0,136,237,6321,16,0,484,0,3224,9502,0,3,False
66,38,12,16,6438,0,137,147,6458,1,0,332,5,3413,9819,0,6,False
25,25,2,1,1700,0,107,765,1811,52,6,1025,195,985,2943,0,1,False
23,40,9,8,3774,0,127,639,3919,5,0,947,2,2125,5809,1,4,False
30,15,6,6,6397,0,137,145,6423,14,0,383,0,3340,9704,0,3,False
33,17,9,6,3376,0,125,837,3528,41,0,1092,1,1890,5286,0,4,False
89,19,7,10,4135,0,127,414,4241,3,0,661,5,2294,6249,0,3,False
28,50,10,14,4465,0,128,399,4515,21,1,564,20,2509,6691,1,5,False
35,15,2,1,8362,43,149,86,8377,41,0,162,1,5438,13498,0,0,False
78,99,5,8,7676,0,143,101,7693,22,0,205,0,4732,12320,0,1,False
47,27,16,21,6957,0,140,92,6976,1,0,224,0,3963,10966,1,7,False
19,32,9,15,7902,31,145,119,7935,28,0,207,0,4991,12781,0,4,False
94,12,3,5,7759,0,144,76,7767,21,0,157,0,4799,12454,0,0,False
182,26,19,29,6810,0,139,109,6824,41,10,311,1,3806,10601,0,12,False
143,20,5,2,2668,0,124,560,2776,14,0,793,4,1630,4248,0,2,False
60,23,9,7,4722,0,130,451,4827,17,0,694,1,2712,7131,0,5,False
68,34,7,16,7258,0,142,90,7282,7,0,195,3,4275,11536,0,2,False
174,106,7,13,7196,0,142,118,7217,1,0,223,1,4214,11405,0,2,False
43,43,7,5,6918,0,140,112,6935,32,2,236,1,3932,10896,0,3,False
44,33,13,30,655,0,67,400,679,24,4,711,7,61,1105,0,6,False
212,13,2,7,7764,0,144,81,7777,31,0,172,0,4815,12475,0,0,False
41,24,8,11,3694,0,127,692,3833,23,0,977,1,2067,5672,0,3,False
24,35,5,4,881,0,82,473,910,9,2,805,2,224,1517,0,2,False
50,17,15,15,7638,0,143,111,7649,31,0,235,0,4681,12217,0,8,False
32,33,9,15,6711,0,139,127,6741,28,0,303,0,3707,10401,0,5,False
87,65,10,33,1393,0,104,543,1458,73,10,837,5,720,2418,1,5,False
58,76,4,9,8504,0,149,33,8516,7,0,77,0,5616,13773,0,0,False
15,22,4,9,7306,0,142,69,7315,14,0,157,0,4306,11605,0,0,False
186,32,13,16,4188,0,127,385,4281,2,0,631,6,2321,6308,1,7,False
116,74,14,19,2056,0,119,755,2204,9,1,1028,1,1216,3466,0,9,False
29,27,10,15,1309,0,102,511,1380,89,1,809,3,640,2261,0,6,False
84,20,14,10,5145,0,131,424,5189,1,0,660,1,2793,7716,1,7,False
39,170,5,7,991,0,90,484,1055,137,2,842,0,364,1756,0,2,False
81,47,5,4,2153,0,122,710,2272,6,0,1006,3,1262,3556,0,2,False
72,52,10,13,6394,0,137,148,6423,5,1,387,0,3339,9699,0,5,False
18,26,8,8,6491,0,137,168,6517,18,25,316,38,3477,9950,0,4,False
24,4,4,3,720,0,75,500,798,111,2,813,5,127,1292,0,2,False
38,34,5,5,5165,0,131,421,5203,10,3,660,3,2795,7736,0,2,False
59,20,6,7,6079,0,133,291,6107,4,0,529,52,3074,9100,0,3,False
62,18,4,6,8194,0,149,132,8215,35,0,215,0,5273,13249,0,1,False
19,3,3,2,1670,0,107,746,1750,2,0,1013,179,960,2875,0,1,False
36,58,12,28,4630,0,129,476,4712,10,1,707,1,2672,6989,0,6,False
97,21,8,5,2472,0,124,610,2592,19,0,853,19,1508,4001,0,4,False
34,17,2,5,8068,0,148,160,8085,79,0,272,0,5143,13021,0,0,False
43,53,23,15,7235,0,142,98,7257,7,0,219,2,4250,11486,2,15,False
11,25,3,1,7490,0,143,128,7505,20,0,187,0,4528,11977,0,0,False
65,11,8,5,4434,0,128,377,4486,6,0,543,20,2478,6641,0,4,False
57,150,6,12,2335,0,124,657,2436,48,2,945,12,1390,3810,2,3,False
23,6,4,3,7983,0,145,89,7995,1,0,153,1,5050,12875,0,1,False
103,36,10,17,5755,0,133,352,5834,1,0,545,1,2892,8669,0,5,False
57,6,3,3,7311,0,142,66,7321,3,0,161,0,4319,11621,0,0,False
59,61,6,9,6932,0,140,104,6954,1,0,230,0,3941,10918,1,2,False
38,6,2,2,7917,0,145,107,7942,18,0,188,0,4999,12793,0,0,False
61,16,6,7,4973,0,130,366,5023,30,0,609,1,2772,7438,0,3,False
11,30,4,3,7109,0,142,126,7134,8,0,197,0,4137,11288,0,0,False
6,39,11,23,6026,0,133,264,6059,5,2,494,18,3051,9036,0,5,False
50,22,8,16,6771,0,139,118,6785,4,0,344,0,3754,10500,2,4,False
75,31,10,11,3521,0,127,771,3639,26,0,1062,1,1943,5433,0,5,False
123,58,8,8,2282,0,124,691,2400,13,0,946,10,1355,3748,0,4,False
61,43,9,9,3704,0,127,687,3845,24,2,982,1,2079,5690,0,4,False
37,32,6,14,1632,0,106,740,1708,35,15,999,155,937,2832,0,3,False
32,23,10,15,6235,0,136,241,6302,4,0,488,0,3213,9482,0,5,False
40,25,9,7,3907,0,127,558,4021,78,0,817,2,2181,5939,0,4,False
18,109,2,8,7035,0,140,125,7045,6,14,207,37,4053,11137,0,0,False
53,18,4,9,8479,0,149,53,8503,5,0,143,0,5598,13748,0,0,False
211,64,7,13,1263,0,101,475,1337,1,0,791,3,598,2192,0,3,False
131,56,3,3,8107,61,149,158,8137,76,0,269,0,5188,13104,0,0,False
47,31,5,12,8157,48,149,138,8191,70,0,245,0,5249,13206,0,1,False
15,36,3,5,7737,0,144,85,7759,25,0,149,0,4792,12433,0,0,False
76,33,10,17,2840,0,124,612,2934,3,0,837,62,1696,4471,0,5,False
8,1199,11,24,5847,0,133,327,5904,24,0,532,0,2938,8780,0,6,False
3136,42,9,5,3413,0,125,825,3562,40,0,1082,1,1908,5340,0,4,False
5,0,2,0,1780,0,109,783,1901,80,10,1043,201,1027,3061,0,1,False
56,22,7,10,2652,0,124,559,2755,22,0,797,29,1616,4219,0,3,False
131,37,12,12,3443,0,125,801,3574,1,0,1075,1,1915,5360,0,5,False
22,46,13,21,6125,14,133,294,6176,37,31,545,98,3114,9225,0,6,False
28,18,7,5,4071,0,127,460,4204,21,1,718,4,2267,6179,0,3,False
74,23,4,4,1829,0,109,764,1921,19,5,1051,213,1044,3099,0,2,False
32,18,10,9,6828,0,139,126,6851,20,1,298,2,3839,10690,0,6,False
45,13,6,5,818,0,79,500,881,69,1,831,3,197,1461,0,3,False
99,27,7,11,1403,0,104,550,1471,1,0,833,7,731,2436,0,3,False
9,18,4,5,4635,0,129,491,4724,37,2,703,1,2680,7017,0,1,False
82,39,6,4,1626,0,106,744,1703,6,0,1012,154,930,2818,0,2,False
55,45,6,8,6976,0,140,92,6990,24,15,214,0,3980,11001,0,1,False
10,32,3,4,7496,0,143,131,7515,42,0,197,0,4536,11987,0,0,False
28,18,8,4,2606,0,124,560,2702,19,0,813,29,1581,4145,0,4,False
65,37,12,23,4371,0,127,300,4413,3,3,496,16,2424,6550,0,5,False
357,56,8,27,1810,0,109,770,1914,7,2,1046,208,1037,3084,0,4,False
72,20,7,8,7721,0,143,82,7730,13,0,153,0,4762,12388,0,4,False
27,6,2,3,7732,0,144,87,7759,9,0,155,0,4790,12430,0,0,False
253,19,5,5,1512,0,105,668,1581,35,12,912,79,842,2642,0,2,False
13,8,3,5,7661,0,143,107,7689,27,0,219,0,4723,12305,0,0,False
47,115,9,15,4998,21,130,362,5056,34,1,601,1,2775,7483,0,4,False
47,18,9,6,2483,32,124,609,2606,23,1,867,23,1514,4012,0,4,False
221,23,9,20,1499,0,105,666,1578,5,0,914,71,838,2635,1,4,False
22,14,6,6,6556,0,137,167,6585,8,0,332,0,3540,10080,0,3,False
37,45,7,34,7767,0,144,80,7781,1,0,167,0,4821,12482,0,2,False
38,20,12,15,6683,0,138,139,6715,1,0,280,0,3678,10349,0,6,False
9,3,3,1,8144,0,149,142,8176,1,0,247,0,5238,13190,0,1,False
57,172,4,13,7177,0,142,127,7189,19,0,217,1,4195,11372,0,0,False
6,36,10,10,3420,0,125,818,3565,111,0,1081,1,1908,5342,0,5,False
72,36,14,7,4626,0,128,472,4694,2,0,690,1,2667,6971,0,7,False
86,66,11,23,7038,0,140,126,7048,1,0,211,43,4056,11142,0,6,False
16,21,8,8,1742,0,107,786,1870,25,12,1071,233,1004,3009,0,3,False
63,2,6,3,8495,13,149,41,8504,15,0,118,0,5602,13753,0,2,False
23,31,10,14,6716,0,139,124,6744,4,0,307,0,3715,10411,1,5,False
20,58,6,9,902,0,88,522,993,28,1,824,1,285,1623,1,2,False
49,3,2,2,7544,0,143,132,7569,44,0,233,0,4593,12068,0,0,False
4,53,6,14,6100,0,133,303,6155,17,6,543,69,3100,9190,0,3,False
28,35,4,8,7086,0,141,121,7097,6,0,200,0,4101,11225,0,0,False
187,24,7,10,1435,0,104,570,1492,25,14,835,9,752,2487,0,3,False
174,8,7,3,4357,0,127,288,4405,1,0,497,14,2412,6521,0,3,False
50,24,7,8,2434,0,124,611,2552,24,1,847,14,1479,3953,0,3,False
63,37,7,10,4515,0,128,440,4551,11,1,623,4,2550,6761,2,3,False
52,8,2,3,8026,0,147,124,8045,56,0,202,0,5111,12959,0,0,False
9,43,5,5,2029,0,116,754,2165,22,6,1037,1,1198,3415,0,2,False
280,59,6,24,3770,0,127,639,3911,6,0,946,2,2122,5800,0,3,False
73,144,11,10,3502,0,127,780,3626,10,0,1062,1,1929,5406,0,5,False
36,7,4,2,1899,0,112,768,2006,48,12,1047,234,1089,3205,0,2,False
38,16,5,6,3778,0,127,644,3921,10,0,940,2,2127,5812,0,2,False
5,3,2,1,7564,0,143,127,7583,16,0,256,0,4607,12087,0,0,False
112,7,6,5,6438,0,137,147,6458,21,49,333,5,3412,9818,0,3,False
50,26,11,17,4496,0,128,430,4544,9,0,625,4,2536,6742,0,5,False
352,12,5,2,3638,0,127,723,3755,21,0,1020,1,2019,5585,0,2,False
9,25,11,16,7275,0,142,81,7295,2,0,171,1,4285,11553,0,4,False
11,29,9,7,7007,0,140,109,7029,5,3,224,19,4028,11082,0,5,False
92,73,4,9,7305,0,142,68,7311,4,0,163,0,4305,11598,0,0,False
