issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
25,0,2,0,7893,13,249,492,7964,12,9,281,47,977,3544,0,0,False
13,5,2,1,5149,1,190,971,5322,3,1,365,59,668,2289,0,1,False
6,0,1,0,3340,6,152,996,3617,21,6,383,75,454,1446,0,0,False
9,6,2,2,1749,0,97,936,1915,6,5,413,128,249,748,0,0,False
21,0,1,0,4446,0,172,971,4569,35,33,552,141,565,1918,0,0,False
10,20,3,4,1246,0,77,1079,1408,1,0,451,180,149,522,0,4,False
3,4,2,1,1286,2,80,1078,1448,4,3,448,182,157,546,0,0,False
22,0,2,0,7654,22,248,449,7718,19,16,280,56,935,3394,0,0,False
3,6,1,1,1973,0,101,842,2137,17,15,402,123,264,809,0,0,False
10,9,2,3,1694,0,96,966,1834,12,11,407,132,243,728,0,0,False
35,17,4,5,8506,0,262,641,8583,1,0,348,24,1049,3915,0,1,True
9,10,3,4,6053,7,211,766,6187,8,4,410,71,729,2608,0,0,False
9,7,2,2,491,1,50,1244,714,4,1,531,170,61,230,0,0,False
21,0,2,0,4530,0,178,997,4653,20,18,501,118,585,1971,0,0,False
7,11,2,1,2512,0,119,671,2631,2,1,328,85,345,1044,0,0,False
5,16,2,1,1257,3,77,1086,1421,8,3,446,178,153,535,0,1,False
8,3,1,1,2650,0,128,690,2755,7,3,311,87,371,1128,0,0,False
8,12,2,1,1665,0,96,983,1816,13,12,411,143,240,718,0,0,False
34,37,3,7,3672,0,155,847,3840,2,1,409,82,471,1527,0,0,False
5,19,2,1,6468,3,220,693,6526,7,6,393,75,773,2794,0,0,False
15,0,2,0,7088,1,242,675,7235,2,0,330,78,857,3147,0,0,False
9,9,2,1,4504,8,177,990,4629,29,14,507,127,577,1950,0,0,False
12,0,2,0,666,1,57,1185,908,4,1,525,186,78,308,0,0,False
7,8,2,2,264,0,41,1290,494,1,0,525,151,43,147,0,0,False
77,11,3,1,8316,0,258,472,8374,2,1,283,32,1018,3779,0,0,False
18,0,1,0,6818,2,238,818,6972,2,1,384,76,839,3042,0,0,False
27,0,1,0,9456,0,272,637,9565,4,3,275,24,1102,4400,0,0,False
75,23,2,8,39,0,20,1309,180,6,3,488,136,15,54,0,0,False
6,9,3,1,626,0,56,1187,874,2,1,526,185,75,296,0,0,False
8,4,3,1,417,2,46,1253,634,3,2,529,160,54,196,0,0,False
23,0,1,0,7029,0,241,694,7125,2,1,325,77,853,3115,0,0,False
23,0,1,0,7723,0,248,491,7775,3,1,289,53,946,3436,0,0,False
23,4,2,2,6373,0,216,680,6463,2,0,420,78,752,2723,0,0,False
7,10,2,3,7738,0,248,503,7792,1,0,299,55,947,3446,0,0,True
7,0,1,0,1046,6,72,1129,1268,14,6,451,174,119,452,0,0,False
9,0,2,0,1606,2,95,1033,1809,10,4,420,154,235,704,0,0,False
53,0,1,0,7736,0,248,504,7790,1,0,300,55,947,3446,0,0,False
33,7,2,2,2129,0,105,822,2284,5,4,414,129,291,869,0,0,False
19,3,2,1,8916,0,270,690,9029,1,0,318,23,1079,4155,0,0,True
11,0,2,0,7545,37,245,473,7650,5,1,273,72,919,3348,0,0,False
19,0,2,0,4493,0,173,974,4608,27,26,517,130,572,1932,0,0,False
105,0,2,0,7758,2,248,523,7823,3,0,294,54,951,3464,0,0,False
25,11,3,2,10281,0,276,631,10412,1,0,317,25,1167,4799,0,0,True
10,0,3,0,1531,0,88,1041,1682,23,20,428,157,200,655,0,0,False
45,0,2,0,1448,0,84,1039,1570,1,0,427,162,178,612,0,0,False
25,0,2,0,7638,19,247,455,7709,23,16,272,55,933,3388,0,0,False
51,11,2,1,9421,1,272,662,9537,4,1,283,25,1098,4385,0,0,False
10,0,2,0,7524,9,244,460,7632,11,8,270,73,916,3343,0,0,False
6,6,2,2,9094,0,271,660,9186,1,0,309,23,1082,4243,0,0,False
26,13,2,2,1324,0,80,1065,1498,1,0,442,175,162,566,0,0,False
5,0,2,0,8072,6,255,455,8180,5,3,272,38,1003,3669,0,0,False
8,21,2,1,3082,6,142,905,3136,16,6,332,63,417,1286,0,0,False
22,25,2,3,2475,3,117,687,2615,5,3,334,87,341,1029,0,0,False
50,17,2,1,1593,0,93,1032,1788,1,0,421,157,226,692,0,0,False
8,0,2,0,4633,7,180,1034,4780,27,13,469,102,601,2047,0,0,False
7,20,3,3,3051,0,141,869,3123,2,0,327,70,414,1276,0,0,False
4,9,2,1,2750,7,132,848,2859,24,9,323,76,381,1173,0,0,False
25,10,3,4,10152,0,275,620,10257,1,0,324,26,1156,4727,0,1,False
20,9,2,2,3864,0,158,818,3994,1,0,448,104,481,1594,0,0,False
26,6,1,1,3559,1,155,892,3762,2,1,381,73,468,1505,0,0,False
4,4,1,1,961,0,67,1148,1168,45,44,469,172,106,416,0,0,False
28,20,3,5,6640,0,232,851,6770,1,0,387,78,814,2948,0,2,True
7,0,2,0,6894,8,238,783,7039,6,1,363,75,844,3077,0,0,False
88,40,3,9,2446,0,117,695,2588,1,0,336,83,339,1014,0,0,False
26,0,1,0,5936,0,210,831,6120,3,2,425,76,723,2586,0,0,False
91,13,2,1,5656,5,203,873,5777,6,3,386,69,700,2464,0,0,False
62,5,1,1,6584,0,231,844,6696,2,0,396,74,812,2923,0,0,False
61,0,2,0,4227,4,169,1047,4383,8,3,566,141,525,1780,0,0,False
40,6,2,2,5835,0,208,832,6051,1,0,429,82,716,2552,0,0,False
8,15,2,1,4167,0,167,1009,4334,6,4,541,135,524,1749,0,0,False
11,14,2,1,6129,0,216,807,6384,2,0,424,76,746,2676,0,0,False
10,0,2,0,7445,15,244,499,7554,17,14,270,72,907,3315,0,0,False
85,0,2,0,485,0,49,1246,699,2,1,535,169,60,224,0,0,False
17,17,3,4,929,0,67,1169,1143,1,0,473,174,105,406,0,3,False
2,16,2,1,8796,1,267,676,8888,1,0,335,25,1064,4079,0,0,False
17,0,2,0,8375,0,258,513,8453,1,0,299,29,1025,3807,0,0,False
4,7,4,6,8470,0,260,573,8511,3,1,339,29,1042,3872,0,0,False
30,10,2,1,5010,1,189,1003,5170,4,1,388,66,656,2233,0,0,False
10,0,2,0,6945,0,238,750,7079,1,0,354,75,849,3093,0,0,False
31,0,2,0,6380,0,216,678,6468,1,0,410,77,754,2732,0,0,False
7,10,2,2,1639,28,95,1006,1813,18,17,413,149,239,712,0,0,False
4,5,1,1,2243,0,109,823,2391,6,4,395,114,311,923,0,0,False
15,5,2,2,7772,0,248,520,7826,1,0,297,51,951,3469,0,0,False
7,5,1,1,3762,0,157,811,3877,2,0,416,88,475,1551,0,0,False
17,1,1,1,2225,0,109,840,2375,11,6,407,115,308,914,0,0,False
10,14,2,2,2089,0,105,798,2225,1,0,400,121,277,841,0,0,False
6,33,2,1,58,0,21,1318,201,2,0,488,135,15,56,0,0,False
75,0,2,0,3253,0,150,975,3426,5,3,378,83,450,1406,0,0,False
