CDISP_method,ATLD_method,NOAM_type,isStatic_type,NOI_project,NOCS_project,CFNAMM_type,number_not_final_not_static_methods,number_public_visibility_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,NOPK_project,LCOM5_type,LOC_project,MaMCL_method,isStatic_method,LOC_type,number_not_abstract_not_final_methods,CBO_type,number_not_final_static_methods,NOP_method,FDP_method,NOM_project,DIT_type,number_protected_visibility_methods,LAA_method,num_static_not_final_attributes,number_constructor_DefaultConstructor_methods,AMWNAMM_type,NOMNAMM_project,LOC_package,NIM_type,NOI_package,TCC_type,number_static_methods,NOAV_method,WOC_type,NOM_type,number_package_visibility_methods,number_final_not_static_methods,RFC_type,number_final_static_methods,MAXNESTING_method,number_protected_visibility_attributes,NOA_type,NOCS_package,NOII_type,ATFD_method,ATFD_type,num_final_not_static_attributes,number_private_visibility_attributes,number_standard_design_methods,NMO_type,CFNAMM_method,NMCS_method,FANOUT_method,num_final_attributes,AMW_type,CINT_method,number_private_visibility_methods,CM_method,LOCNAMM_type,CC_method,CLNAMM_method,NOLV_method,number_package_visibility_attributes,CYCLO_method,WMC_type,NOM_package,num_final_static_attributes,NOPA_type,num_static_attributes,FANOUT_type,NOCS_type,LOC_method,num_not_final_not_static_attributes,WMCNAMM_type,MeMCL_method,NOC_type,number_abstract_methods,NOMNAMM_package,NOMNAMM_type,SMELLS
0.077922,6,5,0,65,606,22,9,7,1,0,85,0.895833,69698,2,0,227,9,9,0,4,6,5527,7,2,0.103448,0,0,4.5,2783,1616,77,0,0.178571,0,112,0.285714,9,0,0,86,0,6,0,6,9,0,52,52,0,6,3,0,22,2,6,0,2.555556,77,0,0,186,0,0,23,0,15,23,84,0,0,0,6,0,157,6,18,2,0,0,51,4,True
0.533333,4,9,0,65,606,24,15,14,0,0,85,0.887755,69698,0,0,285,15,20,0,6,7,5527,2,0,0.2,0,0,4.166667,2783,5595,3,0,0.252747,0,47,0.357143,15,0,0,59,0,7,0,7,39,0,16,23,0,7,6,1,17,0,16,0,2.266667,30,1,0,213,0,3,21,0,17,34,278,0,0,0,19,0,139,7,25,0,0,0,171,6,True
0.217391,4,2,0,65,606,12,9,3,1,0,85,0.875,69698,2,0,320,9,8,0,4,4,5527,7,1,0.153846,0,0,7.0,2783,5595,59,0,0.666667,0,44,0.333333,9,0,0,33,0,7,0,4,39,0,22,22,0,2,6,0,11,1,5,0,5.666667,23,5,0,304,0,2,17,2,26,51,278,0,0,0,6,0,160,4,49,2,0,0,171,7,True
0.375,6,5,0,65,606,28,16,10,0,0,85,0.922222,69698,3,0,613,16,29,0,6,11,5527,3,0,0.125,1,0,6.818182,2783,5595,4,0,0.222222,0,99,0.5,16,0,0,87,0,8,0,6,39,0,42,54,0,6,11,1,18,5,18,0,5.0,48,6,0,573,0,6,40,0,54,80,278,0,0,1,25,0,391,5,75,2,0,0,171,11,True
0.0,0,0,0,19,191,1,3,3,0,0,21,0.0,24319,0,0,12,3,3,0,2,0,1447,1,0,0.0,0,1,1.0,1361,148,0,0,0.0,0,0,1,2,0,0,3,0,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0,1.0,0,0,0,12,0,0,2,0,1,2,12,0,0,0,1,0,3,0,2,0,0,0,12,2,True
1.0,0,0,0,19,191,1,3,3,0,0,21,0.0,24319,0,0,12,3,3,0,7,0,1447,1,0,0.0,0,1,1.0,1361,148,0,0,0.0,0,6,1,2,0,0,3,0,1,0,0,4,1,0,0,0,0,2,0,1,0,1,0,1.0,1,0,0,12,0,0,9,0,1,2,12,0,0,0,1,0,6,0,2,0,0,0,12,2,True
0.0,2,0,0,19,191,2,4,3,1,0,21,0.0,24319,0,0,29,4,3,0,0,0,1447,1,0,1.0,0,0,1.0,1361,148,0,0,1.0,0,2,1,4,0,0,6,0,1,0,2,4,1,0,0,0,4,3,0,0,0,0,0,1.0,0,1,4,29,4,1,0,0,1,4,12,0,0,0,2,0,5,4,4,0,0,0,12,4,False
1.0,2,0,0,19,191,2,4,3,1,0,21,0.0,24319,0,0,29,4,3,0,2,0,1447,1,0,1.0,0,0,1.0,1361,148,0,0,1.0,0,3,1,4,0,0,6,0,1,0,2,4,1,0,0,0,4,3,0,1,0,1,0,1.0,1,1,0,29,0,1,2,0,1,4,12,0,0,0,2,0,7,4,4,0,0,0,12,4,False
0.0,4,0,0,19,191,2,4,3,1,0,21,0.0,24319,0,0,29,4,3,0,0,0,1447,1,0,1.0,0,0,1.0,1361,148,0,0,1.0,0,4,1,4,0,0,6,0,1,0,2,4,1,0,0,0,4,3,0,0,0,0,0,1.0,0,1,0,29,0,0,0,0,1,4,12,0,0,0,2,0,4,4,4,0,0,0,12,4,False
1.0,4,3,0,19,191,9,11,8,2,0,21,0.5,24319,0,0,372,12,4,1,2,2,1447,1,0,0.666667,0,0,9.666667,1361,1207,0,0,0.933333,1,42,0.625,12,0,0,21,0,7,0,4,10,0,2,1,0,4,7,0,2,0,2,0,7.833333,2,4,1,356,1,1,36,0,55,94,95,0,0,0,3,0,241,4,87,0,0,0,89,9,False
0.277778,2,0,0,19,191,21,5,4,1,0,21,0.625,24319,0,0,74,5,7,0,2,3,1447,1,1,0.153846,0,0,1.4,1361,1093,0,0,1.0,0,27,1,5,0,0,31,0,2,0,4,24,1,11,11,0,4,4,0,13,0,5,0,1.4,18,0,0,74,0,1,14,0,3,7,94,0,0,0,6,0,38,4,7,0,1,0,94,5,False
0.571429,9,0,0,19,191,24,6,5,2,0,21,0.905556,24319,0,0,783,13,12,7,12,2,1447,1,0,0.5625,2,0,8.538462,1361,1683,0,0,0.666667,7,86,1,13,0,0,44,0,6,0,15,7,1,3,25,0,15,11,0,5,0,4,8,8.538462,7,8,0,783,0,5,69,0,45,111,37,8,0,10,11,2,214,5,111,0,0,0,37,13,True
0.4,13,0,0,19,191,47,7,3,1,0,21,0.87037,24319,0,0,430,7,17,0,5,2,1447,1,0,0.619048,0,0,7.714286,1361,646,0,0,1.0,0,60,1,7,0,0,56,0,6,0,27,8,1,5,5,0,27,6,0,14,0,6,0,7.714286,15,4,1,430,1,1,37,0,22,54,28,0,0,0,16,2,102,27,54,0,0,0,27,7,False
1.0,0,0,0,5,56,3,2,2,1,0,4,0.0,10835,0,0,88,3,2,1,0,0,502,5,0,0.0,0,0,3.333333,445,619,72,0,1.0,1,0,1,3,0,0,6,0,2,0,0,3,0,0,1,0,0,2,0,1,0,1,0,3.333333,1,1,0,88,0,0,1,0,3,10,34,0,0,0,2,0,18,0,10,0,0,0,28,3,False
0.5,0,0,0,5,56,3,2,2,1,0,4,0.0,10835,0,0,88,3,2,1,4,1,502,5,0,0.0,0,0,3.333333,445,619,72,0,1.0,1,7,1,3,0,0,6,0,2,0,0,3,0,1,1,0,0,2,0,2,0,1,0,3.333333,2,1,0,88,0,1,6,0,4,10,34,0,0,0,2,0,27,0,10,0,0,0,28,3,True
0.5,0,0,0,5,56,3,2,2,1,0,4,0.0,10835,0,1,88,3,2,1,0,1,502,5,0,0.0,0,0,3.333333,445,619,72,0,1.0,1,4,1,3,0,0,6,0,3,0,0,3,0,1,1,0,0,2,0,2,0,1,0,3.333333,2,1,0,88,0,0,4,0,3,10,34,0,0,0,2,0,12,0,10,0,0,0,28,3,False
1.0,4,6,0,5,56,1,30,30,1,0,4,0.937304,10835,0,0,518,30,1,0,0,0,502,1,0,1.0,0,0,1.75,445,619,0,0,0.261084,0,4,0.8,30,0,0,31,0,1,11,11,3,1,0,0,0,0,23,0,1,0,1,5,1.833333,1,0,0,390,0,0,0,0,1,55,34,5,0,5,1,0,7,6,42,0,0,0,28,24,False
0.0,0,6,0,5,56,1,30,30,1,0,4,0.937304,10835,0,0,518,30,1,0,2,0,502,1,0,0.0,0,0,1.75,445,619,0,0,0.261084,0,2,0.8,30,0,0,31,0,1,11,11,3,1,0,0,0,0,23,0,0,0,0,5,1.833333,0,0,0,390,0,1,2,0,1,55,34,5,0,5,1,0,4,6,42,0,0,0,28,24,False
0.0,4,6,0,5,56,1,30,30,1,0,4,0.937304,10835,0,0,518,30,1,0,2,0,502,1,0,1.0,0,0,1.75,445,619,0,0,0.261084,0,14,0.8,30,0,0,31,0,3,11,11,3,1,0,0,0,0,23,0,0,0,0,5,1.833333,0,0,0,390,0,0,10,0,3,55,34,5,0,5,1,0,30,6,42,0,0,0,28,24,False
0.454545,15,9,0,5,56,30,41,31,0,7,4,0.949275,10835,0,0,1342,41,10,0,3,2,502,1,9,0.428571,0,1,5.605263,445,7963,0,5,0.49359,2,52,0.709677,47,1,5,77,2,7,34,48,40,2,15,19,5,13,38,0,11,0,5,24,4.829787,11,7,0,1264,0,12,19,0,60,227,322,19,1,19,11,3,206,24,213,0,0,0,277,38,False
0.333333,4,0,0,5,56,10,0,0,0,0,4,0.9,10835,0,1,469,7,1,7,3,0,502,1,0,1.0,2,0,7.714286,445,7963,0,5,0.3,7,18,0,7,5,0,17,0,7,0,5,40,0,0,0,0,5,7,0,6,0,2,3,7.714286,6,2,0,469,0,4,17,0,21,54,322,3,0,5,2,1,111,0,54,0,0,0,277,7,False
1.0,2,15,0,5,56,13,24,21,1,0,4,0.989967,10835,0,0,624,24,9,0,1,1,502,2,3,0.095238,3,0,3.111111,445,7963,8,5,0.177866,0,32,0.285714,24,0,0,41,0,1,25,26,40,1,19,22,5,1,8,0,0,0,1,16,2.166667,1,0,0,488,0,1,1,0,2,52,322,11,0,14,8,1,7,7,28,0,0,0,277,9,True
0.333333,0,0,0,5,56,36,19,2,0,0,4,0.882353,10835,0,0,1097,19,9,0,1,5,502,1,12,0.0,0,1,15.888889,445,7963,0,5,0.269231,0,51,1,18,0,0,61,0,7,0,2,40,1,33,61,2,2,18,0,16,0,7,2,15.888889,21,5,0,1097,0,9,12,0,42,286,322,0,0,0,9,0,142,0,286,0,0,0,277,18,True
0.0,0,0,0,90,338,24,7,7,1,0,29,0.666667,92696,0,0,230,7,12,0,0,0,5983,1,0,0.0,0,0,4.142857,4284,9721,0,0,1.0,0,0,1,7,0,0,34,0,1,0,2,21,0,0,11,0,2,6,0,0,0,0,1,4.142857,0,0,0,230,0,0,0,0,1,29,166,1,0,1,11,0,2,1,29,0,0,0,165,7,False
0.833333,1,0,0,90,338,24,7,7,1,0,29,0.666667,92696,0,0,230,7,12,0,1,1,5983,1,0,1.0,0,0,4.142857,4284,9721,0,0,1.0,0,7,1,7,0,0,34,0,2,0,2,21,0,1,11,0,2,6,0,6,0,5,1,4.142857,6,0,1,230,1,0,5,0,2,29,166,1,0,1,11,0,16,1,29,0,0,0,165,7,True
0.7,1,0,0,90,338,24,7,7,1,0,29,0.666667,92696,0,0,230,7,12,0,1,2,5983,1,0,1.0,0,0,4.142857,4284,9721,0,0,1.0,0,14,1,7,0,0,34,0,2,0,2,21,0,2,11,0,2,6,0,10,0,7,1,4.142857,10,0,1,230,1,0,11,0,3,29,166,1,0,1,11,0,33,1,29,0,0,0,165,7,True
0.529412,1,0,0,90,338,24,7,7,1,0,29,0.666667,92696,0,0,230,7,12,0,1,4,5983,1,0,0.2,0,0,4.142857,4284,9721,0,0,1.0,0,21,1,7,0,0,34,0,3,0,2,21,0,7,11,0,2,6,0,14,0,9,1,4.142857,17,0,1,230,1,0,11,0,4,29,166,1,0,1,11,0,36,1,29,0,0,0,165,7,True
0.615385,1,0,0,90,338,24,7,7,1,0,29,0.666667,92696,0,0,230,7,12,0,1,3,5983,1,0,0.2,0,0,4.142857,4284,9721,0,0,1.0,0,17,1,7,0,0,34,0,2,0,2,21,0,7,11,0,2,6,0,13,0,8,1,4.142857,13,0,1,230,1,0,10,0,7,29,166,1,0,1,11,0,43,1,29,0,0,0,165,7,False
0.458333,1,0,0,90,338,57,9,8,1,0,29,0.78125,92696,0,0,429,9,26,0,3,4,5983,1,0,0.125,2,0,5.555556,4284,9721,0,0,0.642857,0,35,1,9,1,0,75,0,3,0,4,21,0,13,36,0,4,8,0,20,0,11,1,5.555556,24,0,0,429,0,0,20,0,18,50,166,1,0,3,23,0,135,1,50,0,0,0,165,9,False
0.285714,5,0,0,90,338,39,5,5,1,0,29,0.7,92696,0,0,474,5,15,0,2,5,5983,1,0,0.178571,0,0,11.6,4284,9721,0,0,0.833333,0,89,1,5,0,0,63,0,6,0,5,21,0,31,35,0,5,4,0,32,0,14,1,11.6,49,0,1,474,1,0,54,0,33,58,166,1,0,1,14,0,271,4,58,0,0,0,165,5,False
0.5,3,0,0,90,338,66,13,13,1,0,29,0.704082,92696,0,0,867,15,26,2,2,4,5983,1,0,0.2,1,0,5.333333,4284,9721,0,0,0.692308,2,48,1,15,2,0,98,0,3,0,7,21,0,13,33,0,7,14,0,15,0,12,1,5.333333,24,0,1,867,1,0,27,0,15,80,166,1,0,2,24,0,102,5,80,0,0,0,165,15,False
0.235294,1,0,0,90,338,26,11,11,1,0,29,1.0,92696,0,0,323,11,13,0,5,6,5983,1,0,0.034483,0,0,5.090909,4284,6260,0,7,0.022222,0,67,1,11,0,0,58,0,6,0,1,22,1,22,37,0,1,10,0,13,0,8,1,5.090909,34,0,0,323,0,1,22,0,20,56,600,1,0,1,10,0,115,0,56,0,0,0,492,11,False
0.0,0,0,0,54,968,1,2,2,1,0,64,0.0,104357,0,0,13,2,2,0,0,0,7232,1,0,0.0,0,0,1.0,6313,658,0,1,1.0,0,0,0,2,0,0,3,0,1,0,0,6,3,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,13,0,0,0,0,1,2,59,0,0,0,1,0,2,0,2,0,2,0,59,2,True
1.0,0,0,0,54,968,1,2,2,1,0,64,0.0,104357,0,0,13,2,2,0,2,0,7232,1,0,0.0,0,0,1.0,6313,658,0,1,1.0,0,1,0,2,0,0,3,0,1,0,0,6,3,0,0,0,0,1,0,1,0,1,0,1.0,1,0,0,13,0,0,2,0,1,2,59,0,0,0,1,0,4,0,2,0,2,0,59,2,True
0.0,2,0,0,54,968,4,5,5,2,0,64,0.5,104357,0,0,36,5,5,0,1,0,7232,2,0,1.0,0,0,1.2,6313,658,1,1,1.0,0,3,1,5,0,0,11,0,1,0,2,6,0,0,0,0,2,3,0,0,0,0,0,1.2,0,0,0,36,0,0,1,0,1,6,59,0,0,0,3,0,4,2,6,0,0,0,59,5,True
0.0,2,0,0,54,968,4,5,5,2,0,64,0.5,104357,0,0,36,5,5,0,2,0,7232,2,0,1.0,0,0,1.2,6313,658,1,1,1.0,0,3,1,5,0,0,11,0,1,0,2,6,0,0,0,0,2,3,0,0,0,0,0,1.2,0,0,0,36,0,0,2,0,1,6,59,0,0,0,3,0,4,2,6,0,0,0,59,5,False
1.0,0,0,0,54,968,2,25,5,1,0,64,0.84375,104357,0,0,643,25,6,0,2,3,7232,1,0,0.0,0,0,5.64,6313,2491,0,1,1.0,0,12,1,25,0,0,27,0,2,0,4,4,0,9,12,0,4,24,0,1,0,1,1,5.64,1,20,0,643,0,2,5,0,7,141,72,1,0,1,2,1,56,3,141,0,0,0,72,25,False
0.0,1,0,0,54,968,2,25,5,1,0,64,0.84375,104357,0,0,643,25,6,0,1,0,7232,1,0,1.0,0,0,5.64,6313,2491,0,1,1.0,0,2,1,25,0,0,27,0,1,0,4,4,0,0,12,0,4,24,0,0,0,0,1,5.64,0,20,0,643,0,1,1,0,1,141,72,1,0,1,2,1,3,3,141,0,0,0,72,25,False
0.125,1,0,0,54,968,48,43,13,1,0,64,0.944444,104357,0,0,1837,46,24,3,1,3,7232,1,0,0.090909,0,0,5.978261,6313,2491,0,1,0.318182,3,29,1,46,0,0,102,0,5,0,4,4,1,10,18,0,4,45,0,14,0,2,1,5.978261,16,33,0,1837,0,0,17,0,89,275,72,1,0,1,20,0,441,3,275,0,0,0,72,46,False
0.5,1,0,0,54,968,35,13,7,1,0,64,0.666667,104357,0,0,681,13,11,0,4,0,7232,2,5,1.0,0,0,6.538462,6313,13368,17,10,0.818182,0,15,1,13,0,0,49,0,10,0,2,69,0,0,0,0,2,12,0,11,0,6,1,6.538462,12,1,0,681,0,1,14,0,29,85,1173,1,0,1,12,7,223,1,85,0,0,0,972,13,False
1.0,0,0,0,1,48,4,4,4,4,0,4,0.0,6694,0,0,18,4,1,0,2,0,245,4,0,0.0,0,0,1.0,233,2639,15,1,1.0,0,2,1,4,0,0,9,0,1,0,0,8,0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,18,0,0,2,0,1,4,109,0,0,0,1,0,3,0,4,0,0,0,100,4,False
1.0,0,0,0,1,48,4,4,4,4,0,4,0.0,6694,0,0,18,4,1,0,4,0,245,4,0,0.0,0,0,1.0,233,2639,15,1,1.0,0,4,1,4,0,0,9,0,1,0,0,8,0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,1,18,1,0,4,0,1,4,109,0,0,0,1,0,3,0,4,0,0,0,100,4,False
1.0,0,0,0,1,48,4,4,4,4,0,4,0.0,6694,0,0,18,4,1,0,3,0,245,4,0,0.0,0,0,1.0,233,2639,15,1,1.0,0,3,1,4,0,0,9,0,1,0,0,8,0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,18,0,0,3,0,1,4,109,0,0,0,1,0,3,0,4,0,0,0,100,4,False
0.833333,5,0,0,1,48,51,23,4,2,0,4,0.723214,6694,0,0,1371,29,27,6,0,3,245,1,0,0.294118,0,0,11.310345,233,2639,0,1,1.0,6,23,1,29,0,0,87,0,3,0,4,8,1,10,106,0,1,27,0,6,0,5,0,11.310345,6,25,0,1371,0,3,6,3,6,328,109,0,0,0,25,2,33,4,328,0,0,0,100,29,False
0.333333,2,0,0,1,48,51,23,4,2,0,4,0.723214,6694,0,0,1371,29,27,6,5,2,245,1,0,0.166667,0,0,11.310345,233,2639,0,1,1.0,6,17,1,29,0,0,87,0,4,0,4,8,1,9,106,0,1,27,0,3,0,1,0,11.310345,3,25,0,1371,0,6,6,3,10,328,109,0,0,0,25,2,48,4,328,0,0,0,100,29,False
0.368421,24,0,0,1,48,51,23,4,2,0,4,0.723214,6694,0,0,1371,29,27,6,1,2,245,1,0,0.3,0,0,11.310345,233,2639,0,1,1.0,6,105,1,29,0,0,87,0,6,0,4,8,1,56,106,0,1,27,0,19,0,7,0,11.310345,19,25,0,1371,0,6,25,3,139,328,109,0,0,0,25,2,523,4,328,0,0,0,100,29,True
0.6,2,0,0,1,48,13,30,4,2,0,4,0.666667,6694,0,0,828,31,36,1,2,8,245,1,0,0.023529,0,0,6.870968,233,1422,0,0,1.0,1,101,1,31,0,0,44,0,6,0,2,3,0,83,173,0,0,29,0,5,0,3,0,6.870968,5,27,0,828,0,4,16,2,75,213,54,0,0,0,4,0,257,2,213,0,0,0,54,31,True
0.5,3,3,0,38,497,4,5,5,1,0,24,1.0,117757,0,0,68,5,15,0,1,1,5768,3,0,0.333333,0,0,2.5,4374,453,43,0,0.0,0,10,0.222222,5,0,0,54,0,1,0,4,6,0,6,3,0,0,1,0,2,0,1,4,1.6,2,0,1,40,1,0,1,0,4,8,35,4,4,4,2,0,16,0,5,0,0,0,20,2,False
1.0,0,3,0,38,497,4,5,5,1,0,24,1.0,117757,0,0,68,5,15,0,1,1,5768,3,0,0.0,0,0,2.5,4374,453,43,0,0.0,0,2,0.222222,5,0,0,54,0,1,0,4,6,0,1,3,0,0,1,0,2,0,2,4,1.6,2,0,0,40,0,0,1,0,1,8,35,4,4,4,2,0,3,0,5,0,0,0,20,2,False
1.0,0,3,0,38,497,4,5,5,1,0,24,1.0,117757,0,0,68,5,15,0,1,1,5768,3,0,0.0,0,0,2.5,4374,453,43,0,0.0,0,2,0.222222,5,0,0,54,0,1,0,4,6,0,1,3,0,0,1,0,1,0,1,4,1.6,1,0,0,40,0,0,1,0,1,8,35,4,4,4,2,0,3,0,5,0,0,0,20,2,False
1.0,0,3,0,38,497,4,5,5,1,0,24,1.0,117757,0,0,68,5,15,0,0,1,5768,3,0,0.0,0,0,2.5,4374,453,43,0,0.0,0,1,0.222222,5,0,0,54,0,1,0,4,6,0,1,3,0,0,1,0,1,0,1,4,1.6,1,0,0,40,0,0,0,0,1,8,35,4,4,4,2,0,3,0,5,0,0,0,20,2,False
