issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
5,13,2,2,877,0,83,650,1002,1,0,383,259,444,543,0,2,False
68,41,3,6,5721,1,212,1052,5895,1,0,19,12,1480,1635,0,0,False
216,280,5,11,765,71,77,636,894,19,20,392,274,391,490,0,15,False
37,151,6,10,1211,0,97,632,1247,10,8,350,255,584,701,0,8,False
82,37,5,29,1459,56,110,772,1632,23,19,443,402,761,906,0,15,False
43,8,3,1,2372,0,134,1198,2516,34,33,202,185,1237,1392,0,0,False
19,0,2,0,3548,43,156,926,3639,3,1,44,35,1408,1563,0,0,False
132,28,3,6,3909,0,161,1117,4014,12,11,52,43,1419,1574,0,1,False
67,32,11,11,995,0,89,671,1133,22,14,391,276,510,613,0,15,False
49,5,4,2,3368,0,152,846,3535,3,2,57,51,1395,1550,0,0,False
32,29,4,10,867,7,83,660,995,11,10,386,267,439,538,0,11,False
7,11,5,2,2055,102,123,930,2205,98,92,377,349,1099,1253,0,0,False
57,22,5,8,1232,1,98,664,1286,9,4,356,263,615,745,0,9,False
108,35,5,6,478,12,55,713,531,23,16,426,298,193,269,0,5,False
48,13,4,2,2620,0,140,1155,2763,23,22,140,129,1310,1465,0,0,False
45,857,4,3,1201,66,96,620,1234,22,14,345,243,577,691,0,0,False
61,293,7,7,1094,4,93,645,1193,11,4,370,246,551,657,0,6,False
9,14,4,4,2365,5,134,1204,2514,13,11,206,186,1235,1390,0,1,False
198,28,4,2,482,9,55,710,531,19,16,423,299,193,269,0,0,True
27,4,4,2,761,0,77,638,892,24,18,395,278,389,488,0,0,False
64,15,4,2,1952,0,123,969,2169,25,23,417,392,1070,1223,0,0,False
150,18,8,9,145,23,23,240,218,21,16,157,69,42,70,0,11,False
35,55,7,11,235,102,29,266,258,27,22,156,72,71,105,0,2,False
44,46,2,2,1172,0,95,611,1226,2,1,349,232,564,676,0,1,True
21,0,2,0,4165,0,176,1453,4387,10,9,40,36,1438,1593,0,0,False
48,7,4,11,1657,0,114,746,1753,34,31,446,414,825,972,0,0,False
7,154,8,19,1262,0,102,684,1366,2,0,360,277,655,796,0,13,False
15,8,3,1,1940,0,123,955,2161,2,1,426,398,1050,1202,0,0,False
9,9,5,3,4904,0,195,1277,5057,2,0,24,19,1465,1620,0,0,False
11,8,4,1,1954,62,123,972,2170,22,22,412,390,1070,1223,0,0,False
345,68,6,108,198,22,27,282,254,16,13,162,75,69,102,0,15,False
64,180,6,8,1304,0,104,746,1407,12,8,368,312,676,819,0,2,False
22,26,2,2,4363,0,183,1377,4568,1,0,41,35,1448,1603,0,0,False
50,57,7,6,318,3,45,647,361,4,4,365,264,128,192,0,1,False
4,9,3,3,2524,0,138,1190,2667,3,2,174,161,1286,1441,0,0,False
14,8,4,1,2161,19,125,844,2219,71,21,340,270,1116,1271,0,0,False
96,10,2,3,237,101,29,264,259,21,20,149,70,71,105,0,1,False
50,18,8,19,229,99,28,268,257,31,24,164,73,71,105,0,14,False
349,29,6,28,251,0,32,278,265,5,1,167,80,75,116,0,14,False
14,12,3,1,2232,0,131,1262,2388,49,48,264,248,1205,1360,0,0,False
50,641,4,2,701,0,76,683,853,30,25,412,307,372,470,0,0,False
9,8,3,1,2268,0,133,1262,2423,14,9,242,222,1221,1376,0,0,False
52,16,6,4,196,0,26,278,253,1,0,157,70,68,101,0,0,False
115,70,9,21,189,0,24,241,251,1,0,158,65,62,95,0,12,True
11,12,4,1,2161,19,125,844,2219,65,21,334,270,1116,1271,0,0,False
57,34,12,24,1781,1,119,870,1869,6,4,450,417,886,1033,0,13,False
10,44,6,15,134,1,21,221,196,4,3,150,65,38,65,0,15,False
325,12,8,9,1302,0,103,748,1405,1,0,370,312,675,818,0,4,True
30,81,7,23,2306,236,133,1235,2448,8,6,228,207,1225,1380,0,11,False
10,39,6,2,5904,73,221,1037,6112,1,0,24,17,1484,1639,0,5,False
86,457,9,7,659,86,72,676,820,25,22,427,308,346,443,0,10,False
16,12,4,1,2161,19,125,1121,2219,38,21,307,270,1116,1271,0,0,False
310,43,9,36,1250,60,102,690,1361,10,9,362,272,652,791,0,15,False
