issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
160,91,1,2,819,0,22,328,838,3,0,21,5,218,315,0,0,False
74,12,3,1,12088,0,69,1059,12223,3,0,99,0,1367,1792,0,0,False
76,0,2,0,13149,0,73,0,13149,1,0,43,0,1964,2393,0,0,False
102,27,3,1,12340,0,69,809,12536,2,0,85,0,1402,1828,0,0,False
68,30,3,2,13149,0,73,0,13149,1,0,86,0,1465,1891,0,0,False
48,38,3,4,13149,0,73,0,13149,1,0,103,0,1692,2118,0,0,False
86,39,3,1,13149,0,73,0,13149,1,0,109,0,1855,2283,0,0,False
77,41,4,3,6855,0,51,504,6948,1,0,103,0,761,1066,0,0,False
70,22,2,3,4807,0,42,540,4868,1,0,75,31,437,638,0,0,False
96,14,3,1,8888,0,60,1021,9139,1,0,107,0,1028,1404,0,0,False
19,7,3,2,248,0,12,13,250,1,0,12,4,151,222,0,1,False
63,7,3,2,5818,0,45,368,5906,5,0,88,0,603,855,0,0,False
96,24,3,4,13149,0,73,0,13149,1,0,103,0,1504,1930,0,0,False
67,9,2,1,11806,0,68,924,11987,2,0,101,0,1332,1755,0,0,False
66,36,3,8,12729,0,72,420,12890,6,0,91,0,1423,1849,0,0,False
52,9,2,1,2484,0,32,707,2549,1,0,54,24,312,456,0,0,False
47,37,3,5,109,6,4,13,111,2,1,13,4,50,68,0,0,False
159,28,3,3,9278,0,62,897,9375,1,0,163,0,1060,1437,0,0,False
49,11,7,5,13149,0,73,0,13149,3,0,111,0,1714,2141,0,0,False
98,53,5,13,1920,0,25,564,1968,4,1,50,10,269,401,0,0,False
85,54,3,2,6275,0,49,414,6330,1,0,60,0,683,960,0,0,False
89,47,3,8,3647,0,40,804,3795,3,2,51,24,381,555,0,0,False
99,59,3,2,12054,0,68,1039,12145,1,0,98,0,1352,1777,0,0,False
161,33,4,5,9713,0,63,973,9820,1,0,165,0,1109,1490,0,0,False
27,28,6,6,10413,0,65,910,10607,2,0,97,0,1212,1629,0,0,False
67,23,3,2,13149,0,73,0,13149,1,0,102,0,1676,2102,0,0,False
34,21,5,5,13149,0,73,0,13149,2,0,100,0,1860,2288,0,0,False
58,38,10,52,7509,0,54,356,7614,1,0,86,0,854,1193,0,0,False
58,21,3,1,13149,0,73,0,13149,3,0,35,0,1990,2419,0,0,False
155,8,3,2,10484,0,65,920,10690,3,0,84,0,1219,1636,0,0,False
128,37,3,1,9317,0,62,917,9491,1,0,160,0,1076,1454,0,0,False
64,30,3,4,8302,0,58,1062,8441,1,0,120,0,967,1335,0,0,False
44,47,3,2,13149,0,73,0,13149,1,0,84,0,1465,1891,0,0,False
49,12,3,1,13149,0,73,0,13149,4,0,103,0,1858,2286,0,0,False
23,27,2,6,13149,0,73,0,13149,4,0,125,0,1784,2212,0,0,False
255,15,2,1,4617,0,42,509,4652,1,0,63,20,425,620,0,0,False
42,68,3,5,13149,0,73,0,13149,1,0,112,0,1530,1956,0,0,False
81,0,2,0,5711,0,43,265,5721,14,4,107,11,543,771,0,0,False
28,20,5,4,9432,0,62,955,9629,6,0,150,0,1085,1464,0,0,False
44,9,2,2,175,0,8,12,175,1,0,13,3,108,157,0,0,False
441,7,3,3,10820,0,66,960,10942,9,0,80,0,1247,1669,0,0,False
16,105,2,4,6960,0,51,552,7023,1,0,104,0,778,1087,0,0,False
176,42,4,3,13149,0,73,0,13149,1,0,102,0,1870,2298,0,0,False
155,10,2,3,5174,0,43,547,5254,5,0,88,30,480,694,0,0,False
98,185,5,2,45,0,4,63,48,1,0,6,2,42,57,0,2,False
123,16,3,2,13149,0,73,0,13149,1,0,34,0,1998,2427,0,0,False
245,90,4,7,9332,0,62,922,9518,9,0,160,0,1076,1455,0,0,False
429,22,6,8,11221,0,68,998,11392,1,0,104,0,1279,1702,0,0,False
91,31,4,2,10435,0,65,892,10625,2,0,95,0,1213,1630,0,0,False
17,33,2,1,2896,0,32,695,2966,5,0,49,18,345,497,0,0,False
22,83,7,12,53,0,4,66,79,1,0,12,6,43,58,0,3,False
111,28,4,4,13147,0,73,2,13149,1,0,84,0,1463,1889,0,0,False
29,31,3,2,6162,0,47,247,6207,2,0,66,0,645,914,0,0,False
15,5,3,2,13149,0,73,0,13149,8,0,68,0,1908,2336,0,0,False
390,29,3,5,1971,0,27,583,2009,2,0,54,16,277,410,0,0,False
50,54,2,9,13149,0,73,0,13149,11,0,127,0,1795,2223,0,0,False
38,6,3,3,13149,0,73,0,13149,2,0,125,0,1795,2223,0,0,False
39,7,3,2,5981,0,47,254,6040,1,0,69,0,621,883,0,0,False
127,39,2,4,1841,0,25,534,1883,4,1,44,12,263,395,0,0,False
497,9,4,2,11903,0,68,871,12034,1,0,100,0,1336,1759,0,0,False
42,12,5,5,8301,0,58,1045,8423,10,0,123,0,966,1332,0,0,False
86,18,4,2,13149,0,73,0,13149,2,0,33,0,1990,2419,0,0,False
531,55,5,5,10675,0,65,869,10793,1,0,81,0,1232,1650,0,0,False
113,9,2,2,13149,0,73,0,13149,3,0,61,0,1922,2351,0,0,False
91,40,5,10,9278,0,62,897,9369,1,0,163,0,1059,1436,0,1,False
64,12,3,5,6226,0,48,298,6244,1,0,57,0,671,944,0,0,False
130,26,8,10,11188,0,68,945,11300,1,0,94,0,1271,1694,0,0,False
221,38,3,1,13149,0,73,0,13149,2,0,106,0,1640,2066,0,0,False
56,29,3,4,5406,0,43,397,5654,1,0,78,15,528,749,0,0,True
16,25,2,8,202,0,10,33,202,1,0,25,13,128,192,0,0,False
29,4,3,2,13149,0,73,0,13149,10,0,71,0,1905,2333,0,0,False
61,42,4,8,2382,0,32,537,2420,5,2,62,24,298,439,0,0,False
76,11,5,3,8716,0,60,1099,8897,3,0,123,0,1012,1386,0,0,False
33,13,3,2,6399,0,51,456,6452,5,0,82,0,695,977,0,0,False
74,47,4,5,13149,0,73,0,13149,1,0,32,0,2016,2445,0,0,False
54,7,3,2,9737,0,63,964,9830,5,0,163,0,1109,1490,0,0,False
4,37,3,7,13149,0,73,0,13149,1,0,54,0,1951,2380,0,0,False
44,28,5,9,1,0,1,0,1,1,0,6,1,15,20,0,3,False
90,30,3,2,2485,0,32,721,2560,1,0,53,23,312,456,0,0,False
6,15,3,3,186,0,9,10,186,1,1,7,1,115,167,0,1,False
25,5,2,6,413,0,18,60,421,3,0,25,7,177,258,0,0,False
68,0,2,0,13149,0,73,0,13149,1,0,44,0,1964,2393,0,0,False
105,21,3,1,13149,0,73,0,13149,1,0,101,0,1689,2115,0,0,False
144,24,3,10,13147,0,73,2,13149,4,0,84,0,1460,1886,0,0,False
63,47,1,1,1801,0,24,501,1843,13,6,46,19,258,386,0,0,True
62,10,3,1,13149,0,73,0,13149,4,0,35,0,1987,2416,0,0,False
79,18,2,1,10033,0,63,939,10182,2,0,169,0,1172,1581,0,0,False
20,6,2,1,13149,0,73,0,13149,7,0,53,0,1934,2363,0,0,False
605,42,3,5,7682,0,54,349,7709,1,0,82,0,871,1215,0,0,False
18,6,3,2,13149,0,73,0,13149,4,0,111,0,1597,2023,0,0,False
164,34,5,9,9295,0,62,904,9414,1,0,162,0,1063,1440,0,0,False
103,23,2,3,10491,0,65,925,10695,1,0,82,0,1219,1637,0,0,False
189,44,4,10,13149,0,73,0,13149,1,0,104,0,1632,2058,0,0,False
97,40,3,6,257,0,15,159,258,6,3,24,10,156,228,0,0,False
159,17,6,10,109,0,5,13,115,3,0,12,4,50,68,0,1,False
15,42,3,3,13149,0,73,0,13149,3,0,107,0,1601,2027,0,0,False
39,26,3,1,5786,17,45,372,5832,2,0,99,6,580,828,0,0,False
20,3,3,1,12783,0,72,366,13043,1,0,84,0,1431,1857,0,0,False
211,22,4,6,13149,0,73,0,13149,3,0,104,0,1689,2115,0,0,False
102,6,3,2,13149,0,73,0,13149,1,0,19,0,2029,2458,0,0,False
65,14,1,1,5359,0,43,422,5423,11,0,79,22,522,743,0,0,False
75,35,3,2,13149,0,73,0,13149,2,0,34,0,1990,2419,0,0,False
128,0,3,0,10171,0,65,966,10311,2,0,102,0,1184,1596,0,0,False
40,0,2,0,13149,0,73,0,13149,1,0,36,0,2013,2442,0,0,False
68,81,7,12,7581,0,54,337,7663,1,0,82,0,859,1198,0,0,False
71,10,3,2,13149,0,73,0,13149,5,0,109,0,1763,2191,0,0,False
369,41,2,2,12578,0,70,571,12690,1,0,79,0,1408,1834,0,0,False
28,4,3,2,13149,0,73,0,13149,2,0,107,0,1690,2116,0,0,False
49,26,4,5,10046,0,63,926,10183,1,0,169,0,1172,1581,0,0,False
165,31,6,12,10370,0,65,885,10544,1,0,95,0,1208,1624,0,0,False
39,7,3,2,11319,0,68,1021,11483,1,0,106,0,1285,1708,0,0,False
84,11,3,1,5843,0,46,364,5952,1,0,81,0,603,857,0,0,False
86,39,7,9,7884,0,56,744,8014,5,0,89,0,924,1282,0,0,False
192,8,2,1,5489,0,43,345,5668,1,0,85,12,528,749,0,0,False
29,0,2,0,11750,0,68,955,11958,6,0,101,0,1328,1751,0,0,False
24,0,2,0,1628,0,24,379,1737,29,15,58,26,244,366,0,0,False
40,23,6,7,1,0,1,0,1,1,0,2,1,7,8,0,3,False
89,33,3,2,13149,0,73,0,13149,1,0,109,0,1718,2145,0,0,False
33,21,5,3,13149,0,73,0,13149,2,0,108,0,1720,2147,0,0,False
29,14,3,2,6484,0,51,513,6529,1,0,93,0,702,988,0,0,False
33,12,2,1,10954,0,67,1033,11103,2,0,85,0,1255,1677,0,0,False
111,6,4,2,8441,0,59,1120,8579,3,0,124,0,981,1351,0,0,False
73,2,3,1,8310,0,58,1080,8480,3,0,119,0,977,1345,0,0,False
33,7,3,2,13149,0,73,0,13149,2,0,120,0,1756,2184,0,0,False
47,21,1,1,5354,0,43,426,5405,13,0,82,22,521,742,0,0,True
37,56,4,2,10294,0,65,918,10467,2,0,93,0,1201,1617,0,0,False
141,20,4,2,13149,0,73,0,13149,1,0,44,0,1964,2393,0,0,False
88,19,2,1,4836,0,42,532,4909,1,0,99,49,444,647,0,0,False
155,2,3,1,13149,0,73,0,13149,1,0,55,0,1923,2352,0,0,False
158,3,3,1,6855,0,51,504,6948,1,0,105,0,761,1066,0,0,False
201,48,4,6,13149,0,73,0,13149,1,0,126,0,1795,2223,0,0,False
87,5,2,1,2581,0,32,793,2655,4,2,56,26,316,463,0,0,False
52,133,3,1,13149,0,73,0,13149,3,0,100,0,1612,2038,0,0,False
72,8,3,6,6104,0,47,243,6154,1,0,63,0,637,903,0,0,False
210,85,5,5,10202,0,65,968,10376,2,0,98,0,1186,1598,0,0,False
65,16,4,3,13149,0,73,0,13149,1,0,94,0,1484,1910,0,0,False
28,16,5,3,1,0,1,0,1,2,1,6,1,15,20,0,3,False
112,3,2,1,5011,0,43,643,5118,1,0,94,33,465,674,0,0,False
33,14,1,1,5359,0,43,422,5423,6,0,75,22,522,743,0,0,False
46,4,3,2,3964,0,41,675,4056,8,3,51,20,395,578,0,0,False
127,31,3,1,4424,0,42,446,4492,1,0,45,20,411,601,0,1,False
20,16,2,2,10104,0,63,888,10207,20,0,133,0,1177,1586,0,0,False
18,8,3,2,13149,0,73,0,13149,4,0,115,0,1590,2016,0,0,False
19,16,3,5,13149,0,73,0,13149,2,0,111,0,1551,1977,0,0,False
221,42,5,7,8323,0,58,1082,8486,2,0,119,0,977,1345,0,0,False
73,26,5,13,7793,0,55,475,7835,1,0,74,0,896,1245,0,0,False
267,83,6,17,10726,0,65,887,10841,2,0,82,0,1239,1660,0,0,False
10,8,3,2,9432,0,62,955,9629,2,0,154,0,1085,1464,0,0,False
59,8,3,1,9557,0,62,921,9712,3,0,162,0,1091,1470,0,0,False
179,18,4,3,5881,0,46,336,5970,1,0,68,0,606,861,0,0,False
86,39,7,9,5440,0,43,369,5654,1,0,78,14,528,749,0,2,False
75,33,3,5,13149,0,73,0,13149,3,0,104,0,1858,2286,0,0,False
13,16,2,4,5828,0,45,378,5918,2,0,86,0,603,855,0,0,False
95,10,2,2,11416,0,68,1039,11590,1,0,114,0,1295,1718,0,0,False
91,8,3,1,13149,0,73,0,13149,2,0,56,0,1922,2351,0,0,False
43,7,3,2,7540,0,54,339,7654,1,0,78,0,857,1196,0,0,False
97,86,6,6,12524,0,69,625,12655,1,0,76,0,1408,1834,0,0,False
53,15,3,2,13149,0,73,0,13149,2,0,106,0,1692,2118,0,0,False
1040,18,7,21,9715,0,63,979,9825,1,0,165,0,1109,1490,0,0,False
18,0,2,0,13149,0,73,0,13149,1,0,6,0,2037,2466,0,0,False
56,32,5,5,13149,0,73,0,13149,2,0,103,0,1504,1930,0,0,False
166,16,6,9,13149,0,73,0,13149,1,0,123,0,1800,2228,0,0,False
18,32,3,5,13149,0,73,0,13149,2,0,113,0,1537,1963,0,0,False
32,14,2,3,2931,0,32,693,3055,3,2,49,21,348,501,0,0,False
60,8,2,1,10774,0,66,930,10896,2,0,82,0,1243,1664,0,0,False
30,10,3,2,13149,0,73,0,13149,2,0,94,0,1876,2304,0,0,False
38,25,3,5,11782,0,68,943,11981,2,0,100,0,1329,1752,0,0,False
302,36,5,5,7104,0,53,590,7158,2,0,114,0,796,1113,0,0,False
89,89,3,4,466,0,20,336,467,1,0,39,25,186,271,0,0,False
44,23,2,2,4466,0,42,444,4544,1,0,56,19,412,603,0,0,False
100,43,5,3,11741,0,68,962,11948,1,0,103,0,1326,1749,0,0,False
16,9,3,3,13149,0,73,0,13149,3,0,121,0,1800,2228,0,0,False
156,28,3,1,8432,0,59,1126,8578,1,0,125,0,981,1351,0,0,False
85,13,3,2,7740,0,54,424,7783,1,0,82,0,890,1237,0,0,False
161,88,4,16,5124,0,43,588,5190,1,0,86,32,475,686,0,0,True
21,7,3,1,13149,0,73,0,13149,2,0,95,0,1879,2307,0,0,False
25,37,3,5,164,0,8,11,171,2,0,22,8,96,140,0,1,False
17,4,2,1,421,0,19,76,436,2,0,27,12,179,261,0,0,False
15,14,2,1,13149,0,73,0,13149,2,0,85,0,1466,1892,0,0,False
274,22,2,9,11500,0,68,1066,11692,4,0,118,0,1304,1727,0,0,False
74,12,3,4,7274,0,53,530,7424,5,0,98,0,829,1159,0,0,False
161,44,4,7,12635,0,70,514,12732,1,0,83,0,1414,1840,0,0,False
71,97,3,9,172,0,8,13,173,1,1,21,5,99,144,0,0,False
53,7,2,3,10774,0,66,930,10896,1,0,81,0,1243,1664,0,0,False
31,11,3,1,13149,0,73,0,13149,1,0,113,0,1662,2088,0,0,False
120,15,4,4,13149,0,73,0,13149,3,0,59,0,1922,2351,0,0,False
28,4,2,1,2873,0,32,612,2904,6,4,56,19,338,490,0,0,False
81,22,2,1,13149,0,73,0,13149,3,0,116,0,1593,2019,0,0,False
146,33,4,6,6174,0,47,243,6214,1,0,65,0,646,916,0,0,False
116,0,2,0,13149,0,73,0,13149,2,0,120,0,1574,2000,0,0,False
19,6,2,2,497,0,20,353,535,7,3,38,16,197,286,0,0,False
65,15,5,4,24,6,3,25,25,1,0,11,6,36,50,0,2,False
84,27,3,2,12193,0,69,956,12363,1,0,104,0,1387,1812,0,0,False
89,15,3,1,13149,0,73,0,13149,1,0,109,0,1716,2143,0,0,False
35,11,1,1,854,0,23,444,910,5,0,21,4,221,320,0,0,False
38,6,2,2,8646,0,59,1126,8833,2,0,123,0,1004,1377,0,0,False
32,0,1,0,202,0,11,42,224,4,2,25,12,129,193,0,0,False
306,14,4,4,5165,0,43,556,5241,6,1,93,31,480,692,0,0,False
34,12,2,1,13149,0,73,0,13149,1,0,98,0,1871,2299,0,0,False
21,47,3,4,5859,0,46,354,5965,2,0,78,0,604,858,0,0,False
119,23,3,1,13041,0,72,108,13147,1,0,85,0,1451,1877,0,0,False
665,48,4,6,7725,0,54,420,7773,2,0,83,0,889,1236,0,0,False
230,15,3,4,423,0,19,109,444,2,0,24,13,179,262,0,0,False
494,24,4,3,11261,0,68,1042,11432,1,0,104,0,1282,1705,0,0,False
93,23,3,2,2965,0,34,668,3082,7,1,47,21,349,502,0,0,False
74,43,3,1,13149,0,73,0,13149,1,0,102,0,1646,2072,0,0,False
285,24,5,8,2193,0,29,560,2311,1,0,55,19,287,420,0,0,False
77,55,7,13,13147,0,73,2,13149,6,0,85,0,1459,1885,0,0,False
38,12,2,1,11782,0,68,943,11981,1,0,99,0,1329,1752,0,0,False
44,32,4,8,13149,0,73,0,13149,1,0,115,0,1590,2016,0,0,False
110,19,4,2,5113,0,43,599,5174,1,0,84,32,473,684,0,1,False
54,6,2,2,4040,0,41,626,4128,1,0,46,17,397,583,0,0,False
77,14,3,1,13149,0,73,0,13149,1,0,118,0,1759,2187,0,0,False
21,5,2,2,497,0,20,353,535,9,3,40,16,197,286,0,0,False
85,78,3,2,13149,0,73,0,13149,1,0,55,0,1934,2363,0,0,False
55,24,5,5,13149,0,73,0,13149,5,0,119,0,1759,2187,0,0,False
160,10,4,4,13149,0,73,0,13149,1,0,121,0,1759,2187,0,0,False
70,13,2,3,3070,0,34,624,3216,2,3,47,20,350,505,0,0,False
95,18,4,3,8423,0,59,1106,8555,1,0,124,0,981,1351,0,0,False
95,31,5,9,13149,0,73,0,13149,2,0,54,0,1951,2380,0,0,False
55,26,3,5,11590,0,68,1029,11782,1,0,113,0,1314,1737,0,0,False
33,10,3,3,13149,0,73,0,13149,10,0,124,0,1804,2232,0,0,False
46,19,3,4,8792,0,60,1057,8993,1,0,115,0,1020,1394,0,0,False
102,12,3,1,13149,0,73,0,13149,1,0,51,0,1952,2381,0,0,False
27,12,2,2,2388,0,32,534,2425,4,2,61,24,298,439,0,0,False
123,10,4,2,6236,0,49,319,6279,1,0,51,0,677,952,0,0,False
109,50,5,5,8108,0,57,917,8187,1,0,102,0,944,1308,0,0,False
68,26,2,1,5711,0,43,261,5721,1,0,108,11,543,771,0,0,False
30,11,2,1,13149,0,73,0,13149,2,0,123,0,1809,2237,0,0,False
127,19,3,1,562,0,21,353,768,6,3,32,13,210,303,0,1,False
27,4,3,1,5961,0,47,265,6009,5,0,73,0,617,875,0,0,False
172,21,2,1,6217,0,47,270,6234,4,0,64,0,663,935,0,0,False
90,7,3,1,13149,0,73,0,13149,1,0,49,0,1952,2381,0,0,False
56,29,3,4,10167,0,65,950,10299,1,0,106,0,1184,1595,0,0,False
155,49,2,7,4629,0,42,500,4672,2,0,62,21,426,621,0,0,True
55,19,3,2,13149,0,73,0,13149,1,0,119,0,1832,2260,0,0,False
26,61,5,13,8916,0,60,1001,9167,1,0,105,0,1032,1408,0,0,False
100,25,3,3,13149,0,73,0,13149,1,0,108,0,1730,2157,0,0,False
40,0,2,0,13149,0,73,0,13149,1,0,39,0,1967,2396,0,0,False
45,10,3,2,7600,0,54,333,7690,2,0,84,0,862,1202,0,0,False
392,61,6,9,4909,0,42,553,5026,4,1,95,40,452,658,0,1,False
108,33,2,2,13149,0,73,0,13149,1,0,104,0,1503,1929,0,0,False
85,16,3,2,7449,0,53,402,7538,1,0,89,0,842,1178,0,0,False
62,152,5,7,13149,0,73,0,13149,1,0,104,0,1656,2082,0,0,False
64,8,3,3,13149,0,73,0,13149,1,0,120,0,1579,2005,0,0,False
220,14,3,1,132,0,6,0,132,2,0,9,0,59,85,0,1,False
94,22,3,1,7745,0,54,425,7793,1,0,81,0,890,1237,0,0,False
39,46,3,2,7725,0,54,420,7773,1,0,82,0,889,1236,0,0,False
72,14,4,2,14,8,2,27,17,5,1,12,5,29,42,0,2,False
64,10,3,2,4042,0,41,630,4129,1,0,45,17,397,584,0,0,False
241,4,1,1,123,0,6,9,132,1,0,11,1,57,83,0,0,False
74,54,2,3,5882,0,46,335,5972,1,0,67,0,606,861,0,0,False
69,0,2,0,10464,0,65,911,10660,6,0,88,0,1214,1631,0,0,False
134,31,4,4,10496,0,65,920,10695,1,0,80,0,1219,1637,0,0,False
152,6,3,2,6085,0,47,244,6133,1,0,65,0,636,901,0,0,False
36,15,2,2,44,0,4,36,45,3,0,9,4,40,54,0,1,False
492,31,3,1,13149,0,73,0,13149,1,0,107,0,1857,2285,0,0,False
23,4,1,2,5359,0,43,422,5423,4,0,73,22,522,743,0,0,False
281,12,2,2,7694,0,54,381,7734,1,0,81,0,878,1224,0,0,False
88,17,2,4,13149,0,73,0,13149,2,0,109,0,1761,2189,0,0,False
43,150,2,2,773,0,21,235,802,1,0,19,8,214,309,0,0,False
1372,24,5,5,7870,0,56,691,7971,1,0,93,0,919,1277,0,0,False
39,19,6,3,132,0,6,0,132,3,0,12,1,72,102,0,3,False
86,10,1,1,6963,0,51,549,7030,4,0,103,0,778,1087,0,0,False
52,60,3,1,13149,0,73,0,13149,2,0,117,0,1570,1996,0,0,False
65,30,5,6,8581,0,59,1133,8745,3,0,120,0,996,1368,0,0,False
53,13,2,2,10284,0,65,923,10466,1,0,95,0,1201,1617,0,0,False
150,13,3,2,245,0,12,14,248,1,0,9,3,150,220,0,0,False
178,45,3,1,8301,0,58,1062,8438,1,0,121,0,967,1335,0,0,False
33,0,1,0,1804,0,24,500,1843,3,1,45,18,258,386,0,0,False
23,0,2,0,10606,0,65,887,10754,1,0,80,0,1222,1640,0,0,False
145,14,3,2,13149,0,73,0,13149,1,0,91,0,1888,2316,0,0,False
105,29,3,5,12331,0,69,818,12525,7,0,89,0,1402,1828,0,0,False
18,0,2,0,163,0,7,1,163,1,0,5,1,90,131,0,0,False
59,7,4,2,421,0,19,76,437,3,0,25,12,179,261,0,1,False
58,40,3,9,1599,0,24,356,1607,2,0,57,27,233,349,0,0,False
82,0,2,0,132,0,6,0,132,2,1,15,2,71,101,0,0,False
123,17,4,3,13149,0,73,0,13149,2,0,117,0,1584,2010,0,0,False
49,76,9,22,14,8,2,27,17,4,1,10,5,31,45,0,4,False
91,10,4,4,10239,0,65,951,10435,1,0,96,0,1190,1603,0,0,False
31,14,2,1,175,0,8,12,175,4,1,15,4,108,157,0,0,False
71,6,3,4,7004,0,51,577,7084,1,0,105,0,780,1089,0,0,False
61,34,3,9,9364,0,62,951,9563,1,0,161,0,1080,1459,0,0,False
49,15,4,4,13149,0,73,0,13149,8,0,110,0,1551,1977,0,0,False
19,15,3,4,5904,0,46,316,5982,5,0,69,0,614,871,0,0,False
81,60,4,16,5257,0,43,502,5342,2,0,88,24,492,706,0,0,False
162,54,3,1,13149,0,73,0,13149,1,0,35,0,2014,2443,0,0,False
84,21,5,3,6764,0,51,431,6821,2,0,97,0,741,1041,0,0,False
74,41,5,3,13149,0,73,0,13149,3,0,100,0,1609,2035,0,0,False
44,7,2,2,267,0,18,189,272,1,0,34,10,162,236,0,0,False
113,40,6,6,1,0,1,0,1,2,0,3,0,10,11,0,3,False
33,7,2,2,10960,0,67,1049,11137,1,0,84,0,1255,1677,0,0,False
207,104,4,5,13149,0,73,0,13149,1,0,106,0,1625,2051,0,0,False
50,2,3,1,2887,0,32,691,2938,6,0,48,19,342,494,0,0,False
87,8,3,3,3632,0,39,792,3697,5,2,52,24,376,549,0,0,False
25,42,3,8,13149,0,73,0,13149,2,0,106,0,1737,2165,0,0,False
48,0,2,0,456,0,20,301,460,1,0,36,25,185,270,0,0,False
186,62,5,5,10169,0,65,952,10302,4,0,104,0,1184,1596,0,0,False
22,15,2,1,13149,0,73,0,13149,3,0,112,0,1704,2131,0,0,False
41,8,3,5,13149,0,73,0,13149,5,0,125,0,1779,2207,0,0,False
1218,93,3,1,6221,0,47,295,6236,1,0,62,0,668,941,0,0,False
329,14,3,2,6167,0,47,246,6212,2,0,65,0,645,914,0,0,False
81,26,3,4,13149,0,73,0,13149,2,0,99,0,1870,2298,0,0,False
33,4,3,2,6413,0,51,466,6472,1,0,85,0,696,978,0,0,False
54,22,3,2,13149,0,73,0,13149,3,0,64,0,1919,2348,0,0,False
66,3,2,1,1813,0,25,525,1851,1,0,42,15,260,389,0,0,False
57,14,3,1,792,0,21,225,803,1,0,17,6,214,309,0,1,False
159,37,7,7,7234,0,53,536,7358,3,0,110,0,824,1154,0,0,False
31,16,1,1,5308,0,43,457,5368,23,2,89,24,519,736,0,0,False
23,10,4,4,13149,0,73,0,13149,2,0,113,0,1593,2019,0,0,False
56,8,2,2,5860,0,46,354,5967,1,0,68,0,604,858,0,0,False
248,11,2,3,13149,0,73,0,13149,2,0,88,0,1464,1890,0,0,False
374,0,2,0,229,0,12,21,232,1,0,27,13,131,198,0,0,False
36,0,2,0,13149,0,73,0,13149,2,0,111,0,1531,1957,0,0,False
11,15,3,2,10167,0,65,949,10295,5,0,112,0,1184,1595,0,0,False
