issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
3,0,2,0,2227,0,77,965,2328,20,17,1091,22,114,3014,0,0,False
6,0,2,0,578,16,53,590,673,2,1,710,11,9,936,0,0,False
1,0,1,0,1873,33,72,773,1943,1,0,860,25,75,2484,0,0,False
7,1,1,1,655,0,55,559,751,1,0,676,14,11,1039,0,0,False
12,0,1,0,4229,0,95,1117,4392,1,0,961,7,764,5251,0,0,False
4,6,2,1,20669,0,143,858,20847,13,0,672,7,6427,17473,0,0,False
22,54,22,35,13072,0,132,974,13270,4,1,751,6,3379,11109,0,11,False
104,57,17,33,14268,0,133,1104,14446,2,0,937,96,3800,12037,0,10,False
18,16,3,7,23621,0,149,560,23705,21,1,708,0,7397,19864,0,0,False
55,19,8,23,2265,0,77,976,2376,24,21,1089,30,120,3067,1,4,False
31,23,6,8,26145,0,151,0,26145,7,0,323,19,10677,25626,0,0,False
56,39,7,14,16364,0,136,1538,16650,23,7,1196,78,4630,13921,0,3,False
25,39,4,4,26145,0,151,0,26145,17,1,388,60,10323,25111,0,0,False
215,5,4,2,26145,0,151,0,26145,18,0,509,8,9695,24210,0,1,False
25,27,4,5,26145,0,151,0,26145,13,3,628,47,9045,23245,0,0,False
40,42,8,10,26145,0,151,0,26145,34,6,363,33,10549,25441,0,2,False
41,49,6,8,3934,0,89,806,4050,3,0,828,131,591,4912,0,3,False
36,21,7,13,26145,0,151,0,26145,2,0,578,56,9973,24614,0,0,False
104,8,3,5,26145,0,151,0,26145,5,0,591,25,9449,23815,0,0,False
65,35,6,6,23631,0,149,554,23713,15,0,691,0,7410,19884,0,3,False
41,5,4,2,26145,0,151,0,26145,8,0,41,0,12169,27411,0,0,False
24,56,4,6,26145,0,151,0,26145,15,1,551,7,8773,22820,0,0,False
26,19,4,8,19930,0,141,775,20072,93,1,805,4,6001,16686,0,1,False
237,65,12,8,13138,0,132,984,13386,1,0,747,7,3415,11178,0,8,False
13,41,5,5,23307,0,149,568,23369,27,0,645,0,7265,19552,0,0,False
94,40,15,15,26145,0,151,0,26145,5,0,572,39,8452,22202,0,10,False
27,27,8,12,3940,0,89,804,4054,15,30,828,134,595,4916,0,4,False
39,69,16,31,8782,0,128,1350,8990,2,1,766,2,2170,8317,0,8,False
27,21,5,11,24803,0,149,926,24867,13,2,672,0,7946,21115,0,1,False
101,52,8,12,15502,0,133,1012,15638,11,2,898,19,4242,13076,0,4,False
80,3,3,3,26145,0,151,0,26145,15,0,265,35,11580,26754,0,0,False
28,36,9,10,15186,0,133,982,15330,12,0,881,8,4119,12814,0,5,False
222,42,7,24,26145,0,151,0,26145,10,1,545,1,9580,24047,0,0,False
60,101,5,4,26145,0,151,0,26145,10,0,374,19,10361,25173,0,0,False
34,33,4,7,22841,0,148,670,22939,5,0,572,0,7101,19126,0,0,False
7,7,1,1,20705,0,143,988,20929,16,0,693,7,6452,17527,0,0,False
22,46,7,7,5839,132,112,1139,6062,27,0,865,5,1337,6513,0,3,False
14,31,7,8,26145,0,151,0,26145,1,0,595,9,8681,22657,0,2,False
55,26,12,20,20777,0,143,966,21009,4,0,698,7,6491,17587,0,5,False
62,22,19,12,22757,0,148,604,22853,40,0,557,0,7078,19071,0,11,False
94,41,6,5,4296,0,95,1139,4444,12,1,919,7,784,5291,0,3,False
166,85,3,4,26145,0,151,0,26145,10,1,348,37,11103,26176,0,0,False
45,56,7,12,26145,0,151,0,26145,12,0,46,0,12168,27410,0,1,False
399,43,13,16,3591,0,89,610,3734,10,0,697,3,416,4520,1,7,False
58,3,3,1,26145,0,151,0,26145,5,0,36,0,12171,27413,0,0,False
90,45,23,28,1202,6,63,654,1278,8,22,796,4,30,1673,0,16,False
163,8,2,1,26145,0,151,0,26145,12,0,61,0,12144,27386,0,0,False
85,49,8,20,26145,0,151,0,26145,26,2,538,1,9611,24092,0,2,False
18,55,4,3,24403,0,149,818,24487,32,0,668,0,7778,20730,0,1,False
201,54,9,19,26145,0,151,0,26145,1,1,360,20,10373,25195,0,1,False
13,27,10,10,25231,0,149,786,25389,1,0,669,0,8087,21423,0,4,False
124,48,6,21,26145,0,151,0,26145,26,1,330,32,10963,25997,0,0,False
69,51,5,19,18266,0,137,1406,18512,50,41,1115,174,5244,15374,0,1,False
158,37,10,18,9354,0,129,1290,9536,19,0,751,23,2319,8647,0,6,False
34,36,18,45,15538,0,134,1086,15660,19,0,910,22,4253,13109,0,10,False
44,39,7,9,21189,0,145,748,21279,14,0,538,1,6626,17805,0,2,False
56,78,9,13,18924,0,139,1256,19222,43,2,1063,45,5567,15950,0,4,False
109,29,9,11,20983,0,144,802,21127,4,0,585,3,6554,17682,0,4,False
37,60,4,21,16922,0,136,1326,17078,24,2,1035,111,4815,14295,0,0,False
158,51,25,61,26145,0,151,0,26145,26,1,565,43,9905,24520,0,12,False
19,32,4,6,26145,0,151,0,26145,5,1,356,22,10453,25310,0,0,False
13,19,4,7,20438,0,143,887,20547,25,6,720,6,6309,17239,0,0,False
41,67,25,42,25231,0,149,786,25389,17,219,665,0,8088,21426,0,18,False
22,44,5,15,26145,0,151,0,26145,32,1,411,50,10285,25057,0,0,False
50,84,6,12,26145,0,151,0,26145,31,5,313,18,10936,25965,0,2,False
72,9,8,1,11704,0,131,1118,11848,23,2,799,33,2949,10109,0,6,False
42,36,9,11,20863,0,143,890,21071,1,0,636,5,6515,17626,0,4,False
30,57,20,14,13216,0,132,1004,13434,1,0,780,8,3432,11210,0,12,False
30,13,4,7,21137,0,144,754,21233,23,0,545,3,6598,17756,0,0,False
50,68,4,6,26145,0,151,0,26145,12,0,630,50,9070,23282,0,0,False
43,11,4,3,10688,88,130,1094,10868,20,3,742,6,2659,9479,0,2,False
45,69,8,12,11046,0,130,1142,11176,5,0,754,13,2765,9723,1,5,False
54,47,8,9,26145,0,151,0,26145,6,0,567,46,9937,24565,0,1,False
25,63,12,21,12532,0,132,970,12718,19,2,705,40,3216,10706,0,8,False
24,58,6,18,26145,0,151,0,26145,20,1,480,55,10167,24877,0,0,False
55,14,6,3,26145,0,151,0,26145,2,0,279,6,10850,25859,0,1,False
53,48,7,9,16110,0,135,1464,16290,130,6,1170,24,4517,13681,0,3,False
30,37,9,19,18932,0,139,1248,19222,77,13,1062,45,5567,15951,0,3,False
43,32,6,17,26145,0,151,0,26145,4,0,358,33,10546,25437,0,0,False
26,36,10,19,3694,6,89,611,3800,17,23,727,22,455,4600,0,5,False
31,46,11,20,7822,0,126,1296,8142,11,1,745,58,1949,7794,0,5,False
12,39,10,14,23727,0,149,610,23829,9,1,676,0,7480,20031,3,7,False
160,10,4,5,26145,0,151,0,26145,13,1,368,40,10574,25478,0,0,False
108,51,9,9,14400,0,133,1124,14554,111,2,967,0,3837,12132,0,5,False
60,94,15,15,14498,0,133,1116,14636,76,11,954,0,3885,12226,0,10,False
47,39,4,4,26145,0,151,0,26145,15,3,551,6,8842,22935,0,0,False
29,35,5,10,16394,0,136,1514,16686,25,5,1191,81,4643,13939,0,1,False
18,44,5,15,26145,0,151,0,26145,3,0,573,9,8714,22716,0,1,False
97,35,11,20,18628,0,137,1334,18774,4,2,1110,257,5370,15627,0,6,False
44,41,4,5,23661,0,149,546,23753,12,0,676,0,7431,19925,0,1,False
7,34,7,5,25769,0,151,376,25911,6,0,591,4,8287,21837,0,3,False
47,42,13,19,15878,0,135,1324,16034,16,0,1056,53,4400,13438,0,8,False
26,63,17,36,14126,0,133,1132,14344,19,0,941,80,3769,11963,0,10,False
97,92,8,26,26145,0,151,0,26145,2,0,311,23,10748,25722,0,0,False
52,23,7,3,26145,0,151,0,26145,10,4,567,50,9516,23934,0,3,False
48,48,6,17,26145,0,151,0,26145,24,1,552,59,10111,24799,0,1,False
15,42,9,9,7066,0,123,1550,7234,1,0,823,130,1753,7390,0,5,False
60,25,6,7,25647,0,151,498,25783,25,5,595,0,8234,21721,0,2,False
46,9,4,4,26145,0,151,0,26145,1,0,286,28,10771,25761,0,0,False
27,12,9,3,9900,0,129,1222,10138,19,13,806,51,2467,8984,0,6,False
31,26,16,18,14582,0,133,1094,14774,99,2,957,0,3916,12307,0,9,False
97,12,3,6,26145,0,151,0,26145,6,1,269,29,10812,25813,0,0,False
33,30,10,8,5845,0,112,1137,6062,45,1,861,5,1337,6513,0,6,False
37,41,11,16,17926,0,137,1260,18120,78,47,988,75,5116,15080,1,5,False
35,25,6,10,19672,0,140,788,19856,7,0,863,9,5889,16483,0,2,False
14,33,8,6,22997,0,149,630,23077,19,0,584,0,7150,19282,0,4,False
30,30,10,10,7022,186,123,1580,7206,44,2,827,129,1745,7375,0,5,False
25,16,8,10,26145,0,151,0,26145,13,0,561,11,8861,22964,0,2,False
51,57,12,14,12910,0,132,940,13082,4,0,745,2,3340,10995,0,7,False
243,61,6,8,26145,0,151,0,26145,6,1,230,37,11714,26910,0,0,False
36,92,25,42,9132,0,128,1322,9372,9,0,777,12,2282,8560,1,17,False
318,61,2,6,26145,0,151,0,26145,4,0,80,0,12135,27376,0,0,False
135,35,7,15,17900,0,137,1238,18102,52,27,960,64,5111,15057,0,3,False
41,39,9,7,9410,0,129,1266,9572,1,0,735,23,2336,8686,0,5,False
42,38,6,9,16698,0,136,1422,16880,69,0,1139,103,4730,14113,0,1,False
38,35,9,10,3546,0,89,624,3705,24,6,725,3,397,4484,0,5,False
24,41,3,6,22141,0,148,492,22261,11,0,422,0,6885,18500,0,0,False
4,11,2,2,2137,0,77,949,2245,34,12,1076,6,100,2887,0,1,True
153,106,22,47,5323,0,110,1357,5569,2,0,895,1,1211,6192,0,14,False
13,41,8,15,3667,0,89,586,3778,13,18,696,13,440,4574,1,4,False
23,33,2,2,26145,0,151,0,26145,17,0,74,0,12136,27377,0,0,False
36,39,5,10,16276,0,136,1538,16490,34,4,1189,56,4589,13819,0,1,False
69,8,5,4,26145,0,151,0,26145,43,13,288,55,11303,26410,0,0,False
40,57,8,6,26145,0,151,0,26145,10,0,497,8,9705,24223,0,3,False
50,19,6,7,19930,0,141,767,20064,24,2,805,4,6001,16684,0,2,False
159,3,2,1,26145,0,151,0,26145,12,2,587,7,8646,22578,0,0,False
42,67,8,26,26145,0,151,0,26145,11,1,322,21,10700,25656,0,0,False
155,10,4,1,8464,0,126,1102,8642,9,0,688,0,2091,8121,0,1,False
48,56,10,4,8268,20,126,1178,8506,19,5,743,1,2052,8022,0,6,False
20,36,6,5,20354,0,143,883,20438,18,0,760,7,6258,17116,0,4,False
129,44,12,11,14258,0,133,1066,14412,73,24,929,87,3799,12029,0,6,False
46,8,3,2,19810,0,141,753,19966,9,20,809,11,5955,16589,0,0,False
71,38,7,8,23373,0,149,612,23551,5,0,679,0,7300,19646,0,1,False
23,12,5,5,24423,0,149,816,24495,3,0,669,0,7783,20743,0,1,False
99,44,16,24,9566,0,129,1292,9794,4,0,801,28,2380,8795,0,9,False
65,54,11,8,15568,0,135,1140,15678,8,0,928,26,4257,13125,0,6,False
97,25,8,13,21977,0,147,458,22025,2,0,339,2,6827,18361,0,3,False
36,60,6,13,20128,0,142,901,20252,10,0,840,6,6135,16890,0,2,False
40,72,3,12,18626,0,137,1322,18768,2,0,1110,254,5365,15615,0,0,False
32,15,1,1,19254,0,139,1042,19478,9,3,987,6,5673,16122,0,0,False
35,50,8,8,7296,0,124,1474,7518,30,4,776,35,1835,7537,0,4,False
25,54,21,36,15648,0,135,1180,15766,24,0,960,29,4278,13179,0,14,False
260,17,5,11,26145,0,151,0,26145,6,1,366,21,10393,25226,0,0,False
121,29,5,5,26145,0,151,0,26145,8,5,512,5,9666,24171,0,0,False
54,29,8,20,3737,0,89,625,3839,2,0,705,30,469,4648,0,4,False
17,37,6,16,18278,0,137,1406,18530,26,51,1119,180,5249,15386,0,2,False
41,33,13,16,7452,44,124,1436,7716,17,4,766,46,1887,7630,0,7,False
33,59,9,17,11314,0,130,1212,11554,13,10,741,25,2857,9914,0,5,False
14,32,12,24,9424,0,129,1274,9578,17,14,742,24,2339,8692,1,6,False
33,18,3,5,24729,0,149,934,24825,8,0,693,0,7935,21080,0,0,False
25,80,6,15,26145,0,151,0,26145,1,0,94,0,12126,27367,0,0,False
38,31,2,1,26145,0,151,0,26145,6,0,90,0,12131,27372,0,0,False
51,25,3,9,26145,0,151,0,26145,13,4,397,58,10311,25098,0,0,False
107,39,15,24,18502,0,137,1348,18702,18,0,1109,216,5320,15523,1,7,False
105,17,2,5,26145,0,151,0,26145,9,1,254,40,11611,26787,0,0,False
106,34,4,5,20116,0,141,911,20240,1,0,857,6,6128,16878,0,0,False
86,43,5,4,20190,0,142,909,20300,4,0,832,7,6181,16971,0,2,False
10,4,4,4,21177,0,144,746,21269,23,0,536,1,6620,17794,0,2,False
36,31,9,19,23933,0,149,596,24013,13,0,614,0,7595,20289,0,4,False
67,8,6,3,26145,0,151,0,26145,24,2,640,34,9000,23176,0,3,False
106,53,11,12,24101,0,149,648,24181,1,0,580,0,7666,20463,0,5,False
40,35,5,7,26145,0,151,0,26145,31,4,435,50,10233,24979,0,0,False
40,99,4,3,26145,0,151,0,26145,25,0,537,37,9793,24358,0,0,False
39,38,5,15,19048,0,139,1144,19278,22,2,1040,45,5587,15985,0,1,False
59,39,5,11,20202,0,142,907,20312,3,0,834,7,6185,16982,0,1,False
39,27,9,9,24187,0,149,658,24327,3,0,625,0,7708,20582,0,4,False
229,72,19,24,16716,0,136,1412,16888,112,6,1136,103,4730,14118,0,14,False
41,21,5,15,26145,0,151,0,26145,16,1,643,16,9223,23510,0,1,False
27,41,10,18,17316,0,137,1380,17618,38,21,1037,12,4942,14696,0,5,False
38,44,8,16,24165,0,149,654,24229,42,0,601,0,7683,20505,0,3,False
20,38,5,5,25453,0,150,692,25569,8,6,630,1,8162,21579,0,2,False
45,68,19,34,15148,0,133,962,15272,4,0,869,2,4096,12770,0,13,False
23,33,5,7,25521,0,150,624,25633,1,0,628,2,8176,21608,0,0,False
119,45,42,36,26145,0,151,0,26145,1,0,505,8,9699,24216,0,23,False
95,95,3,2,26145,0,151,0,26145,6,2,356,28,10549,25441,0,0,False
77,39,22,23,24529,0,149,924,24615,19,2,709,0,7824,20855,0,14,False
15,30,8,10,12908,0,132,942,13078,43,0,754,2,3338,10990,0,4,False
41,36,5,11,26145,0,151,0,26145,43,17,625,52,9083,23298,0,0,False
23,60,9,10,2191,0,77,957,2293,28,10,1084,15,109,2962,0,6,False
90,35,4,10,26145,0,151,0,26145,8,3,360,33,10508,25381,0,0,False
24,16,7,19,23585,0,149,556,23649,10,0,717,0,7370,19807,0,2,False
28,33,8,9,26145,0,151,0,26145,12,1,602,3,8568,22445,0,2,False
164,38,8,10,3104,0,85,783,3231,29,0,854,2,215,4008,0,4,False
78,55,11,32,21047,0,144,762,21163,14,5,574,3,6566,17704,0,4,False
89,46,9,11,11040,0,130,1140,11168,1,0,751,13,2763,9716,0,5,False
24,55,8,13,4105,0,91,953,4203,35,10,892,9,679,5073,0,4,False
7,47,4,25,19110,0,139,1130,19334,29,2,1030,45,5618,16033,0,0,False
13,54,17,31,10524,0,130,1154,10718,1,0,748,4,2612,9346,0,9,False
37,23,6,9,4444,0,97,1237,4549,1,0,970,7,849,5415,0,3,False
26,50,10,18,11084,0,130,1134,11184,22,6,743,15,2775,9738,0,6,False
68,50,15,27,4070,0,91,916,4146,9,29,841,190,659,5032,0,10,False
114,52,14,29,26145,0,151,0,26145,3,0,550,9,8777,22826,0,7,False
130,36,11,17,11500,0,131,1164,11694,3,0,767,27,2896,9991,1,6,False
177,82,62,85,26145,0,151,0,26145,6,0,533,39,9795,24362,0,40,False
33,4,3,2,26145,0,151,0,26145,15,9,227,48,11831,27049,0,0,False
54,38,4,10,24765,0,149,926,24825,8,2,694,0,7939,21097,0,1,False
32,45,7,12,20454,0,143,887,20581,98,2,697,4,6329,17282,1,2,False
48,41,12,23,15924,0,135,1354,16110,1,0,1102,10,4432,13504,0,7,False
16,39,4,12,19260,0,139,1038,19478,9,3,985,6,5674,16123,0,0,False
54,19,12,4,26145,0,151,0,26145,5,0,615,23,9256,23552,0,7,False
35,5,7,4,15270,0,133,1004,15476,4,0,877,10,4170,12927,0,4,False
65,56,8,13,5711,0,111,1217,5964,32,1,884,3,1318,6464,0,4,False
58,52,14,19,12638,0,132,928,12808,23,0,696,48,3242,10767,0,7,False
202,109,9,48,26145,0,151,0,26145,9,3,287,54,11412,26555,0,0,False
55,34,12,24,3960,0,90,828,4070,34,8,833,142,604,4931,0,6,False
68,12,4,4,26145,0,151,0,26145,10,0,372,19,10371,25189,0,0,False
155,93,21,29,6216,0,116,1132,6430,1,0,834,8,1462,6772,0,13,False
84,34,2,3,26145,0,151,0,26145,29,1,395,52,10292,25067,0,0,False
48,10,4,9,26145,0,151,0,26145,2,0,347,38,11105,26178,0,0,False
161,10,4,5,26145,0,151,0,26145,36,11,569,47,9514,23932,0,0,False
192,26,5,18,26145,0,151,0,26145,4,1,250,33,10824,25828,0,0,False
46,9,2,2,26145,0,151,0,26145,32,0,597,4,8620,22525,0,0,False
98,28,8,19,19128,0,139,1114,19356,9,0,1016,45,5625,16044,0,4,False
91,18,5,5,26145,0,151,0,26145,16,6,563,6,8758,22796,0,2,False
57,77,17,31,2191,0,77,957,2291,13,9,1089,15,109,2960,0,9,False
207,40,10,25,8894,0,128,1334,9094,8,1,788,5,2201,8399,0,5,False
234,43,5,12,26145,0,151,0,26145,3,0,365,38,11128,26205,0,0,False
50,74,12,16,14440,0,133,1116,14582,22,1,980,0,3856,12167,1,7,False
46,38,5,21,17860,0,137,1244,18034,7,5,982,61,5095,15009,0,0,False
62,51,9,13,8478,0,126,1104,8658,9,0,690,0,2095,8142,0,5,False
25,42,4,5,26113,0,151,32,26145,6,6,568,28,8429,22148,0,1,False
67,62,29,57,3782,0,89,635,3867,24,2,699,39,480,4673,0,17,False
91,29,14,8,18624,0,137,1320,18768,12,32,1112,253,5365,15615,0,9,False
41,9,2,1,26145,0,151,0,26145,35,1,595,4,8616,22518,0,0,False
28,43,2,3,26145,0,151,0,26145,15,1,345,22,10416,25255,0,0,False
41,36,8,8,4287,0,95,1131,4430,18,29,941,7,778,5281,0,4,False
20,32,6,24,19464,0,140,924,19676,18,0,963,6,5778,16311,0,1,False
43,47,11,16,26145,0,151,0,26145,17,2,330,17,10659,25601,0,2,False
48,105,21,50,19482,0,140,906,19696,42,0,943,6,5795,16337,0,12,False
136,51,8,10,10110,0,129,1086,10296,21,4,773,31,2517,9116,0,4,False
108,75,12,41,20076,0,141,857,20192,2,0,841,6,6101,16834,0,5,False
130,36,9,8,4351,64,96,1182,4477,14,4,928,4,797,5326,0,5,False
100,27,12,10,4887,0,104,1441,5060,9,3,1019,53,1052,5862,0,7,False
140,42,8,17,4857,0,104,1445,5019,2,0,1025,51,1041,5825,0,4,False
25,36,6,8,16590,0,136,1460,16840,23,0,1139,95,4708,14059,0,2,False
39,33,12,20,20879,0,143,880,21079,34,0,626,5,6525,17642,1,6,False
89,47,15,35,19592,0,140,846,19798,5,0,886,6,5856,16432,0,8,False
53,56,9,15,10762,0,130,1100,10940,10,10,741,6,2686,9531,0,5,False
112,45,19,23,17372,0,137,1356,17686,95,54,1035,13,4965,14745,0,10,False
26,57,8,11,8856,0,128,1318,9068,2,0,778,3,2192,8380,1,4,False
19,53,7,14,20937,0,143,834,21101,34,2,616,4,6541,17665,0,2,False
350,60,2,5,26145,0,151,0,26145,6,0,79,0,12135,27376,0,0,False
152,59,18,16,11878,0,131,1092,12094,13,20,786,10,3030,10298,0,12,False
41,29,6,6,26145,0,151,0,26145,9,1,234,40,11676,26870,0,1,False
146,17,15,2,4127,0,92,955,4240,2,6,920,10,698,5107,0,13,False
84,57,16,28,4338,14,96,1180,4467,4,3,924,4,795,5318,0,10,False
48,52,8,13,26145,0,151,0,26145,45,12,269,39,11593,26769,0,1,False
199,28,11,21,19386,0,140,968,19596,2,0,958,6,5729,16234,0,4,False
122,42,18,34,17306,0,137,1390,17614,9,1,1046,12,4938,14686,0,10,False
23,8,3,4,21017,0,144,774,21141,16,0,581,3,6559,17689,0,0,False
40,85,9,15,9016,0,128,1316,9168,16,1,800,6,2235,8464,0,5,False
44,6,6,5,21237,0,145,734,21325,7,0,546,2,6640,17835,0,3,False
43,60,23,30,8382,0,126,1122,8594,17,0,723,0,2073,8069,0,13,False
15,40,4,5,26145,0,151,0,26145,18,2,388,17,10341,25138,0,0,False
62,66,9,21,26145,0,151,0,26145,28,11,546,79,9888,24493,0,5,False
78,126,12,15,2894,0,81,836,3018,36,43,1007,167,169,3711,0,7,False
42,50,6,20,21949,0,147,470,22009,1,0,335,4,6824,18349,0,1,False
95,62,16,24,5161,0,110,1439,5451,31,0,883,59,1159,6099,0,9,False
27,59,13,22,14030,0,133,1156,14258,5,0,951,66,3729,11887,0,8,False
207,56,5,11,26145,0,151,0,26145,11,0,159,0,12069,27308,0,0,False
212,73,24,62,24601,0,149,954,24743,1,0,732,0,7873,20959,0,14,False
27,54,14,16,8338,0,126,1140,8542,6,2,740,0,2057,8039,0,9,False
274,3,3,1,26145,0,151,0,26145,12,1,289,63,11433,26578,0,0,False
67,13,14,4,14402,0,133,1122,14562,1,0,961,0,3844,12147,0,9,False
72,26,7,11,26145,0,151,0,26145,27,1,564,41,9901,24516,0,0,False
60,6,2,1,26145,0,151,0,26145,19,0,92,0,12126,27367,0,0,False
35,35,9,15,3915,0,89,794,4036,1,0,813,113,584,4893,0,5,False
17,33,3,8,26145,0,151,0,26145,6,0,281,25,10801,25798,0,0,False
29,9,3,4,26145,0,151,0,26145,17,0,563,37,9476,23872,0,0,False
53,46,7,15,23933,0,149,586,24013,16,1,614,0,7590,20282,0,2,False
34,55,14,28,26145,0,151,0,26145,2,0,567,40,8453,22205,0,5,False
72,72,15,35,19240,0,139,1052,19472,1,0,987,6,5670,16114,1,7,False
70,28,1,3,26145,0,151,0,26145,2,0,19,0,12186,27428,0,0,False
82,44,13,13,13354,0,132,948,13450,6,12,773,8,3445,11235,0,8,False
29,30,7,7,20354,0,143,883,20438,5,1,760,7,6258,17116,0,3,False
119,62,4,4,26145,0,151,0,26145,1,0,257,33,11558,26728,0,1,False
128,49,13,22,12582,0,132,958,12762,14,0,710,45,3229,10740,0,7,False
33,61,7,3,23547,0,149,536,23609,45,0,716,0,7342,19727,0,4,False
117,40,16,15,11456,0,131,1184,11666,1,0,783,27,2881,9966,2,9,False
103,37,3,4,26145,0,151,0,26145,28,12,565,40,8453,22207,0,1,False
37,3,3,1,26145,0,151,0,26145,12,0,372,18,11013,26055,0,0,False
145,50,14,20,23975,0,149,592,24079,8,0,586,0,7620,20357,0,8,False
64,28,4,4,26145,0,151,0,26145,7,0,343,23,10416,25255,0,0,False
213,77,18,35,10886,0,130,1108,11052,1,0,725,7,2721,9618,0,9,False
65,91,8,15,18396,0,137,1328,18594,20,1,1101,197,5272,15434,0,4,False
106,74,6,3,26145,0,151,0,26145,29,4,537,36,9781,24343,0,2,False
30,29,8,17,17520,0,137,1248,17824,12,0,985,15,5011,14846,0,4,False
169,65,24,36,13704,0,133,1182,13900,2,0,918,33,3630,11644,0,17,False
22,15,2,4,21231,0,145,720,21305,5,0,534,2,6637,17825,0,0,False
20,14,3,5,26145,0,151,0,26145,1,0,224,42,11801,27014,0,0,False
280,60,8,16,26145,0,151,0,26145,5,0,332,15,10655,25595,0,1,False
19,11,3,2,26145,0,151,0,26145,28,0,358,24,11057,26117,0,0,False
34,29,7,12,26145,0,151,0,26145,6,4,632,16,9101,23321,0,0,False
77,52,9,11,14812,0,133,998,14998,15,0,901,0,3990,12482,0,5,False
86,30,7,18,18538,0,137,1322,18726,22,10,1096,222,5337,15557,1,3,False
5,39,6,9,20549,0,143,842,20721,6,0,679,7,6380,17374,0,1,False
208,81,20,71,26145,0,151,0,26145,2,0,322,21,10699,25654,0,5,False
104,67,18,23,22163,0,148,490,22311,7,0,438,0,6892,18526,0,11,False
8,30,8,11,3783,0,89,638,3871,10,12,697,39,481,4675,0,4,False
116,17,4,4,26145,0,151,0,26145,19,1,363,52,11190,26283,0,0,False
37,41,9,6,16002,0,135,1386,16214,1,0,1123,5,4478,13589,0,6,False
29,38,8,7,4734,80,103,1448,4936,24,11,1011,31,996,5723,0,4,False
28,33,5,15,18918,0,139,1256,19222,4,1,1070,45,5567,15948,0,0,False
93,25,7,9,20583,0,143,854,20777,24,6,668,7,6401,17414,0,2,False
108,36,7,9,20559,0,143,844,20727,29,6,679,7,6381,17376,0,2,False
