issueCleanedBodyLen,meanCommentSizeT,nActorsT,nCommentsT,nCommitsByActorsT,nCommitsByCreator,nCommitsByUniqueActorsT,nCommitsInProject,nCommitsProjectT,nIssuesByCreator,nIssuesByCreatorClosed,nIssuesCreatedInProject,nIssuesCreatedInProjectClosed,nIssuesCreatedProjectClosedT,nIssuesCreatedProjectT,nLabelsT,nSubscribedByT,timeOpen
53,18,7,19,1729,32,279,516,1811,45,43,1126,780,3287,3838,1,12,True
8,6,2,3,3124,9,394,527,3228,11,4,707,575,5684,6360,0,1,False
18,9,8,4,1545,0,251,556,1611,1,0,1375,999,2834,3343,3,1,False
36,10,10,10,1879,9,296,459,1966,12,11,871,604,3682,4262,2,9,False
53,20,30,12,610,137,126,689,740,186,167,1409,1071,1122,1439,3,27,True
47,51,4,6,2438,87,324,506,2508,60,61,815,638,4524,5156,1,3,False
18,15,5,4,3043,1,388,580,3138,8,6,855,699,5527,6194,1,2,True
6,3,6,5,1564,0,254,543,1631,1,0,1356,979,2891,3400,2,0,False
74,5,16,6,1236,27,210,575,1311,52,51,1349,990,2229,2676,4,26,False
247,18,3,2,1305,0,222,587,1401,1,0,1404,1036,2395,2854,1,0,False
61,22,8,12,910,17,166,646,1034,25,20,1409,1054,1687,2068,3,6,False
80,6,12,8,115,20,55,754,240,10,13,1498,1179,343,510,2,11,True
212,74,5,4,2063,0,309,430,2111,1,0,705,486,3968,4568,1,2,False
8,2,3,3,3195,5,418,481,3392,5,4,584,453,5934,6612,0,0,False
87,75,22,19,619,0,127,684,753,1,0,1401,1068,1141,1462,1,23,False
16,6,4,5,1462,56,244,614,1582,71,69,1432,1068,2754,3255,2,0,False
179,14,6,11,127,0,58,765,259,2,0,1492,1175,360,532,3,9,True
48,19,6,3,2078,39,310,423,2169,29,32,678,480,3991,4593,2,1,False
132,59,4,3,2179,0,310,416,2237,1,0,703,538,4097,4703,2,0,False
6,1,7,4,842,127,159,631,995,180,165,1379,1065,1567,1940,3,0,True
8,71,9,17,2595,15,338,552,2656,21,14,892,696,4799,5444,1,9,False
150,28,3,1,1014,0,175,585,1123,3,0,1312,959,1847,2241,1,0,False
155,22,5,7,2666,0,347,622,2758,1,0,993,792,4940,5585,2,2,False
77,12,2,2,2592,0,338,552,2654,1,0,893,697,4793,5438,1,0,True
48,2,11,5,787,4,146,637,910,20,15,1365,1024,1411,1769,3,0,True
16,11,10,6,904,9,164,645,1029,19,11,1402,1053,1664,2043,2,0,True
52,2,13,3,1251,12,214,576,1341,35,23,1375,1012,2277,2727,3,27,False
28,8,9,7,1309,0,223,587,1406,1,0,1409,1038,2406,2867,3,1,True
20,1,6,6,998,89,175,593,1094,133,122,1323,982,1809,2195,3,0,True
156,33,3,3,769,0,142,632,860,2,0,1381,1025,1362,1710,2,0,False
88,57,3,2,2553,0,337,561,2637,1,1,915,714,4744,5387,1,0,False
41,52,6,6,1589,0,258,581,1669,1,0,1327,958,2950,3463,2,5,False
156,49,3,4,2870,9,365,621,2985,11,10,982,795,5252,5904,0,3,True
163,116,9,6,912,0,166,645,1039,6,4,1395,1049,1697,2079,2,8,False
16,4,5,2,3018,9,382,596,3094,17,13,919,737,5465,6130,0,0,True
251,55,26,25,2402,2,321,474,2475,5,3,806,630,4454,5081,2,24,False
63,16,7,7,2488,53,327,530,2539,72,66,857,678,4587,5224,2,1,False
81,13,3,2,2470,83,327,511,2524,62,59,836,653,4554,5186,0,1,False
160,35,28,15,357,0,85,727,452,1,0,1487,1169,667,918,2,27,True
142,50,4,4,3514,0,438,291,3612,3,1,126,68,6208,6886,2,0,False
167,44,6,16,564,0,118,690,646,4,0,1434,1078,1026,1332,2,7,False
151,14,1,1,1736,0,279,515,1812,1,0,1103,770,3297,3849,0,0,False
61,13,4,7,2608,46,338,548,2664,48,39,902,703,4816,5461,2,2,False
913,49,3,3,1901,0,297,478,1983,2,1,832,594,3739,4323,1,0,False
26,6,6,2,1320,31,224,579,1406,42,31,1406,1034,2415,2876,4,1,False
17,19,4,2,2631,8,340,564,2704,13,12,927,716,4859,5504,1,1,False
98,132,5,16,492,0,109,735,610,4,0,1472,1141,933,1228,1,9,True
18,43,6,7,2544,0,337,555,2631,1,0,906,715,4734,5377,1,3,False
6,3,4,4,3189,13,416,487,3388,14,9,588,458,5932,6610,0,1,False
48,8,8,8,400,21,92,756,504,24,28,1515,1176,749,1014,3,1,True
89,216,5,14,2508,22,331,529,2555,34,30,857,682,4623,5263,0,8,False
106,11,19,14,504,146,115,730,622,200,186,1461,1141,969,1269,3,21,False
164,8,6,12,405,132,95,756,514,193,174,1510,1185,779,1046,3,5,True
98,46,2,2,1541,0,250,560,1608,1,0,1393,1011,2830,3339,0,0,False
313,62,4,9,1736,0,279,515,1812,1,0,1112,770,3295,3847,2,0,False
5,4,4,4,2987,1,376,612,3061,2,1,963,785,5402,6063,0,0,False
30,10,4,3,1362,0,227,585,1442,1,0,1443,1051,2497,2968,1,0,False
28,30,3,1,1470,0,244,612,1589,1,0,1420,1056,2770,3271,1,0,False
196,5,7,3,776,0,144,635,885,1,0,1364,1027,1390,1744,2,0,True
71,9,8,8,355,37,85,727,446,43,40,1494,1173,660,909,2,1,True
306,155,6,6,2180,0,310,419,2238,1,0,704,539,4101,4707,1,2,True
109,4,11,5,772,0,143,634,865,22,21,1375,1022,1374,1724,3,1,False
35,9,5,5,2473,83,327,518,2525,62,59,845,666,4562,5195,1,3,True
168,14,7,18,2840,0,362,639,2947,12,9,1002,809,5188,5838,2,7,True
43,8,5,4,1977,42,305,490,2094,27,32,742,529,3925,4521,0,1,False
24,6,4,2,772,0,143,634,868,1,0,1375,1022,1375,1725,1,0,False
264,33,8,10,1334,0,225,572,1424,7,9,1429,1055,2450,2913,1,5,False
9,2,10,4,583,0,121,689,702,2,0,1408,1063,1069,1381,3,1,False
26,5,8,5,1054,0,183,572,1159,6,3,1299,958,1918,2326,2,0,False
25,23,9,3,982,0,172,601,1077,1,0,1375,999,1780,2166,2,0,True
36,3,5,2,3035,1,385,582,3112,21,19,892,715,5494,6159,0,1,True
114,12,3,2,1391,0,229,557,1456,1,0,1431,1022,2537,3016,1,0,False
28,3,5,4,3049,1,388,582,3148,18,17,835,683,5546,6215,0,3,False
5,5,3,2,1736,0,279,515,1812,7,3,1105,770,3295,3847,1,0,True
80,54,11,14,1861,5,296,467,1950,7,6,895,630,3656,4235,3,18,False
24,8,8,5,1414,59,235,570,1541,77,70,1439,1050,2649,3133,4,0,True
91,3,9,6,343,10,81,723,427,17,13,1500,1164,628,869,3,3,True
159,94,6,7,1422,4,237,596,1551,6,4,1438,1050,2682,3169,2,6,False
11,16,11,10,626,21,128,683,772,25,24,1392,1060,1170,1494,3,6,False
9,10,3,2,2241,0,312,423,2281,2,0,742,554,4195,4807,1,0,False
45,11,7,17,1698,41,277,539,1796,52,52,1165,819,3227,3769,1,7,False
40,46,8,11,3462,7,425,315,3514,1,0,202,142,6082,6760,1,13,False
162,24,12,26,489,141,109,737,607,191,182,1473,1144,930,1224,3,17,True
114,16,5,11,1815,11,292,476,1902,15,14,971,675,3535,4109,1,3,True
65,15,7,2,1681,0,274,550,1783,2,0,1185,839,3204,3744,3,0,True
40,19,7,18,1672,34,274,554,1779,26,27,1201,845,3195,3733,1,10,True
160,10,8,18,245,15,71,769,374,21,18,1489,1186,525,741,1,8,False
66,17,9,10,2656,0,344,609,2753,1,0,970,769,4911,5556,1,2,False
205,58,3,4,1325,0,224,576,1413,1,0,1411,1033,2422,2883,1,0,False
24,24,19,17,1014,2,175,585,1121,9,7,1314,961,1838,2232,3,20,False
27,6,15,2,806,13,153,636,928,29,27,1361,1038,1468,1833,2,16,False
7,3,2,2,1605,15,259,572,1684,23,21,1288,938,3006,3524,1,0,False
4,16,4,6,3604,0,440,233,3634,1,0,6,1,6208,6886,0,2,False
92,13,3,4,2894,0,369,656,3022,2,0,984,803,5319,5974,0,3,False
17,19,12,23,1535,5,246,559,1599,19,17,1411,1026,2802,3311,1,14,True
52,28,10,2,1442,0,240,617,1564,3,0,1437,1059,2714,3207,4,8,False
229,50,3,9,1759,0,280,499,1822,2,0,1083,741,3325,3881,3,2,False
62,78,2,2,1830,0,295,487,1915,1,0,941,669,3599,4175,1,1,False
49,14,9,11,1281,0,220,573,1390,17,16,1370,1007,2338,2791,2,6,False
183,18,11,5,1066,0,183,580,1166,1,0,1290,959,1950,2360,2,8,False
6,9,8,5,1244,0,212,574,1329,1,0,1350,993,2251,2700,3,1,False
82,35,8,8,2176,0,310,415,2231,2,0,698,531,4089,4695,2,4,False
4,16,9,11,1793,0,283,482,1855,1,0,1037,711,3412,3977,2,5,False
39,18,12,20,1607,0,259,571,1696,1,0,1282,935,3010,3530,2,9,False
51,9,30,10,1700,8,277,538,1796,9,7,1162,818,3230,3772,2,28,False
17,11,16,7,1472,5,244,621,1590,20,17,1418,1052,2774,3275,2,13,False
24,39,10,18,2537,1,337,556,2624,5,3,897,713,4721,5364,2,14,False
61,26,3,3,1545,0,251,556,1611,1,0,1373,997,2834,3343,2,1,False
77,63,4,22,619,0,127,684,755,1,0,1401,1070,1141,1462,1,1,False
98,26,10,13,607,0,125,692,723,1,0,1411,1074,1119,1436,3,0,True
66,28,16,28,1047,0,182,579,1157,26,24,1303,964,1912,2320,2,9,True
214,30,7,1,128,0,58,765,259,1,0,1493,1178,363,536,1,0,True
51,34,3,4,804,0,152,638,927,4,3,1358,1038,1460,1825,1,0,False
4,23,7,4,3026,8,384,589,3099,11,8,907,727,5475,6140,3,3,False
338,6,10,4,708,0,139,675,824,2,1,1386,1056,1301,1641,2,3,False
10,27,5,2,1081,0,186,588,1188,1,0,1293,967,1974,2388,0,4,False
618,58,22,97,2662,12,345,609,2754,16,12,972,769,4924,5569,1,29,False
1516,123,12,33,2688,5,347,613,2763,20,13,1054,852,4948,5593,1,13,False
9,18,18,12,2220,0,311,417,2260,6,5,713,545,4157,4767,1,22,True
374,13,19,12,2082,50,310,424,2171,54,53,677,477,3994,4597,0,23,False
32,10,9,11,2607,0,338,548,2664,1,0,904,703,4815,5460,1,1,True
46,47,2,3,1779,0,283,487,1840,1,0,1055,722,3381,3942,1,0,False
113,15,7,10,1379,63,228,568,1446,90,80,1432,1039,2516,2991,2,9,True
261,19,11,22,2555,58,337,563,2637,74,71,910,715,4755,5399,1,10,True
29,24,23,46,374,33,91,755,476,50,43,1503,1180,708,964,2,22,False
16,3,6,6,507,0,115,727,625,3,0,1459,1139,969,1269,3,1,False
6,6,3,1,3430,13,421,281,3461,14,8,258,173,6003,6681,0,0,False
44,23,5,8,1411,0,234,570,1539,1,0,1436,1051,2640,3122,1,4,False
73,4,12,1,1066,0,183,582,1172,1,0,1285,958,1951,2361,2,0,False
7,19,27,9,1254,0,214,578,1345,2,1,1378,1020,2286,2736,1,26,False
90,15,3,6,3171,101,413,495,3324,65,58,624,487,5870,6548,2,2,False
144,27,6,5,772,0,142,634,861,8,11,1376,1022,1367,1716,3,4,False
406,45,28,40,197,48,64,778,344,63,59,1477,1165,456,651,6,27,False
12,3,3,2,361,24,87,723,455,28,31,1484,1164,671,924,2,1,False
158,18,7,22,2494,0,327,528,2540,1,0,861,677,4590,5227,2,10,False
6,3,4,2,2309,56,316,474,2402,63,56,779,602,4338,4955,1,0,False
13,30,4,15,2066,6,310,429,2111,11,3,701,486,3977,4577,2,7,False
532,147,2,3,307,0,78,752,405,1,0,1506,1182,595,829,2,1,False
75,17,8,5,955,0,171,624,1069,1,0,1378,1019,1767,2152,3,0,True
16,51,23,69,1591,33,258,582,1670,27,27,1321,959,2969,3483,2,29,False
45,36,6,3,998,0,173,592,1087,2,1,1332,987,1803,2189,1,0,True
68,42,3,2,2511,0,332,531,2571,2,1,864,690,4644,5284,1,0,False
7,29,18,31,2355,0,321,492,2452,3,2,813,635,4408,5032,2,20,True
77,15,17,26,555,6,118,696,641,16,12,1434,1078,1023,1328,2,15,True
139,7,12,10,702,0,139,677,818,1,0,1393,1061,1295,1632,3,0,False
7,3,4,2,3061,21,388,570,3155,26,21,822,675,5562,6232,0,2,False
23,2,7,4,993,89,173,597,1084,134,122,1337,991,1798,2184,2,0,True
185,31,6,8,1913,0,297,489,2026,1,0,799,580,3771,4359,2,0,False
16,27,4,5,1470,0,244,611,1589,5,1,1422,1055,2767,3268,1,2,False
38,19,4,9,3171,5,413,495,3325,4,2,623,487,5873,6551,2,2,True
24,30,6,9,374,0,91,759,476,1,0,1500,1180,710,966,1,3,True
16,14,9,7,1396,0,230,561,1462,1,0,1434,1031,2553,3032,1,0,True
199,25,12,7,45,0,34,773,182,1,0,1526,1206,221,356,2,9,False
30,16,28,9,779,0,145,639,900,22,22,1359,1020,1403,1759,4,27,False
78,12,16,10,1904,0,297,487,1997,1,0,806,589,3756,4341,2,23,False
42,3,2,2,1663,2,273,554,1770,6,4,1220,858,3172,3706,2,0,False
4,1,3,2,3434,11,421,278,3461,13,7,255,171,6003,6681,0,0,False
53,74,6,4,2636,0,341,576,2714,1,0,939,724,4866,5511,1,2,False
4,6,10,11,1340,0,226,573,1426,1,0,1436,1052,2462,2928,2,0,True
33,11,11,14,1969,0,303,486,2093,3,0,757,537,3906,4500,1,7,False
151,21,6,6,2980,0,375,614,3050,1,0,972,790,5393,6053,1,0,False
19,2,2,2,2897,10,369,654,3022,12,11,985,802,5320,5975,0,0,False
33,23,16,20,1069,0,185,584,1174,3,1,1289,961,1958,2368,3,16,False
21,11,9,4,1327,0,224,575,1415,3,1,1411,1035,2428,2890,4,3,True
145,11,10,11,594,0,122,687,716,1,0,1405,1070,1098,1412,3,8,False
27,27,4,3,3458,1,423,302,3485,1,0,215,145,6039,6717,0,1,False
143,66,14,18,3036,48,385,581,3114,33,27,890,713,5498,6164,1,5,False
98,43,4,7,2399,0,321,477,2475,1,0,811,633,4451,5078,2,2,False
27,77,25,50,2970,50,374,624,3048,36,28,986,805,5382,6042,1,13,False
26,55,16,21,3049,2,388,582,3147,8,5,838,684,5545,6214,0,21,False
67,23,5,9,2965,12,373,627,3045,24,16,994,810,5378,6036,0,8,True
76,36,5,10,1781,0,283,487,1842,1,0,1052,720,3388,3952,2,7,False
109,46,9,21,2345,0,321,495,2437,2,1,801,624,4396,5020,1,9,False
237,36,3,2,135,0,61,776,271,1,0,1504,1187,380,556,3,0,False
13,18,7,7,1472,0,244,612,1590,1,0,1422,1056,2772,3273,2,2,False
69,32,9,10,3008,11,381,598,3085,19,15,939,757,5437,6100,1,2,False
101,9,5,1,1971,0,305,489,2094,1,0,756,542,3920,4515,2,1,False
5,4,7,3,988,89,172,601,1078,147,122,1358,1000,1788,2174,3,0,True
37,9,5,8,2450,11,325,509,2511,14,12,821,636,4531,5163,1,3,False
166,58,5,5,2901,0,371,651,3026,1,0,978,797,5325,5980,1,2,False
35,8,5,6,2245,0,312,447,2289,5,3,759,576,4211,4825,1,2,True
57,20,10,19,2840,0,362,639,2950,1,0,1002,811,5192,5842,0,4,False
228,4,33,12,241,127,71,773,372,171,164,1492,1191,524,740,3,28,True
8,30,16,10,1470,0,244,611,1589,3,1,1420,1055,2768,3269,2,19,False
79,25,4,8,1889,0,296,457,1967,7,4,864,599,3690,4270,1,0,False
18,2,6,3,742,133,141,658,844,182,170,1399,1055,1348,1693,2,0,True
12,2,6,4,1718,0,279,523,1805,2,0,1141,801,3270,3816,2,0,False
143,20,5,12,831,0,156,625,973,1,0,1352,1030,1506,1874,2,4,False
41,24,2,4,1226,0,207,572,1298,1,0,1326,963,2194,2632,1,0,False
31,30,3,5,1896,0,297,466,1974,1,0,839,595,3718,4301,2,2,True
90,23,9,7,711,41,139,676,829,46,42,1386,1052,1307,1649,3,3,False
71,68,13,25,2475,0,327,524,2529,4,2,842,669,4571,5206,2,16,False
59,112,5,66,3373,0,420,330,3461,2,0,280,194,5997,6675,1,15,False
5,2,6,5,2989,8,376,610,3063,13,8,959,779,5404,6065,0,1,False
144,4,4,3,175,26,63,755,309,39,39,1491,1187,425,611,2,0,True
124,52,5,11,3332,10,420,367,3458,2,1,322,234,5994,6672,1,6,False
8,2,5,3,2306,0,315,472,2391,2,0,772,600,4331,4948,1,0,False
133,7,13,11,3556,0,439,256,3617,1,0,95,42,6208,6886,1,2,False
11,58,5,9,1846,0,296,481,1947,1,0,909,646,3635,4213,1,0,False
243,28,6,11,2216,0,311,419,2258,3,2,712,542,4149,4757,3,8,False
55,37,5,8,3094,0,390,547,3184,1,0,763,622,5611,6283,0,4,False
9,2,4,2,2718,65,349,714,2787,86,85,1111,906,4984,5630,1,2,False
236,33,7,19,757,0,142,643,859,2,1,1387,1040,1359,1706,2,1,True
70,22,4,5,1618,2,260,564,1708,12,7,1268,921,3042,3565,1,0,False
100,49,6,15,1185,0,194,585,1251,1,0,1328,968,2102,2531,2,8,False
53,6,10,4,393,0,92,760,498,1,0,1512,1174,742,1007,3,3,False
488,152,2,3,1393,0,230,564,1458,1,0,1436,1031,2546,3025,1,0,False
56,18,11,11,3442,0,421,279,3461,1,0,238,164,6003,6681,0,1,False
25,4,5,4,1900,2,297,479,1981,16,15,842,597,3731,4314,2,0,False
49,37,3,5,2499,0,329,529,2547,1,0,853,675,4604,5241,2,0,False
137,2,5,2,116,0,57,758,247,2,2,1493,1176,352,520,2,3,False
41,31,7,10,829,0,156,625,952,3,2,1358,1031,1502,1870,2,7,False
14,42,6,4,1617,3,260,565,1704,9,7,1271,921,3032,3555,2,0,True
139,20,23,12,3048,6,388,582,3141,9,6,843,686,5538,6206,1,24,False
41,19,29,28,1805,0,290,483,1894,1,0,997,694,3498,4072,1,27,False
47,1,10,5,222,0,67,775,365,1,0,1494,1181,499,705,3,0,True
159,10,6,5,685,35,135,670,795,52,52,1395,1067,1258,1591,2,1,True
18,40,11,2,2758,0,354,693,2840,2,1,1079,884,5062,5708,1,8,False
7,44,7,11,1190,28,196,588,1256,24,22,1335,978,2117,2550,1,12,False
7,17,13,9,2025,0,305,450,2104,3,2,725,518,3949,4546,1,7,True
19,0,2,0,1904,0,297,487,1997,1,0,809,589,3756,4341,2,0,False
50,8,7,5,1349,30,226,597,1432,43,30,1443,1053,2481,2950,3,2,False
115,26,19,20,685,0,135,670,795,1,0,1396,1066,1255,1588,3,21,False
7,85,4,4,3438,11,421,275,3461,10,7,242,168,6003,6681,2,0,False
499,62,24,39,2751,10,353,697,2818,20,16,1104,900,5023,5669,1,26,True
33,26,8,28,2064,10,309,429,2111,15,11,702,484,3970,4570,2,6,True
22,28,7,14,1557,0,253,547,1625,1,0,1364,986,2875,3384,3,5,True
64,61,3,6,777,131,145,637,892,183,165,1362,1026,1395,1750,3,5,False
40,19,7,9,1415,0,235,575,1544,9,8,1439,1049,2650,3134,1,7,False
2,0,1,0,2475,0,327,520,2527,1,0,846,670,4568,5203,0,0,False
99,20,7,10,1208,14,203,579,1275,25,19,1332,966,2157,2591,2,5,False
34,1,8,4,625,15,128,682,772,35,34,1399,1063,1163,1486,2,0,True
30,39,7,5,3100,1,392,545,3199,4,2,744,612,5637,6310,2,1,False
161,1,8,6,103,100,51,757,227,145,138,1496,1181,323,488,3,0,True
9,61,5,7,1995,9,305,477,2101,17,8,732,527,3937,4534,3,4,False
189,4,7,4,84,101,46,766,219,149,140,1512,1200,298,450,4,0,True
379,71,13,10,1813,6,292,478,1902,4,2,972,678,3532,4106,1,11,False
199,29,6,12,2544,0,337,555,2631,1,0,906,714,4732,5375,5,3,False
6,9,7,5,2076,50,310,423,2114,59,53,680,475,3985,4586,1,0,False
195,27,3,5,1832,0,295,488,1917,1,0,939,669,3603,4179,3,3,False
90,15,5,1,2321,11,320,472,2409,17,14,783,612,4357,4976,1,2,False
53,20,34,14,1066,0,184,582,1172,1,0,1284,958,1956,2366,1,29,False
267,2,15,2,81,21,45,761,216,39,39,1514,1202,294,445,3,12,False
11,2,4,2,3588,0,440,233,3623,1,0,29,12,6208,6886,0,0,False
13,5,2,1,2690,0,347,641,2767,1,0,1074,873,4952,5597,0,0,False
122,43,16,18,1556,0,253,547,1619,1,0,1368,992,2855,3364,3,10,False
325,16,10,8,2758,0,354,693,2840,1,0,1080,884,5059,5705,2,1,False
22,10,8,15,1889,0,296,457,1967,2,0,861,598,3690,4270,1,4,False
99,60,25,23,1681,10,274,547,1782,11,8,1187,837,3202,3742,2,29,False
89,33,14,22,2111,6,310,429,2210,8,7,657,485,4051,4657,1,19,False
32,1,5,1,1978,41,305,489,2098,26,31,743,531,3929,4525,1,1,False
106,46,16,14,1378,0,228,569,1446,4,3,1436,1036,2507,2981,4,20,False
34,11,6,6,992,89,173,598,1084,137,122,1340,992,1797,2183,2,1,True
202,33,7,32,261,0,73,773,389,2,1,1524,1217,552,776,2,13,True
74,32,14,15,2964,113,373,624,3042,89,77,995,809,5374,6031,0,15,True
31,29,7,13,1362,0,227,585,1442,1,0,1444,1053,2497,2968,2,4,True
5,2,7,6,1607,0,259,571,1696,2,1,1284,935,3010,3529,2,1,False
116,15,28,18,566,11,118,690,647,20,25,1432,1076,1028,1335,2,29,True
96,57,5,5,1062,0,183,578,1164,1,0,1289,960,1939,2348,1,2,False
8,3,2,1,1983,0,305,485,2101,5,2,739,532,3929,4525,2,0,True
57,23,9,19,1442,17,240,610,1564,14,13,1438,1059,2713,3206,2,8,True
34,56,10,10,3140,8,395,519,3249,14,11,688,549,5701,6377,0,4,False
386,74,11,36,2447,0,325,507,2510,5,1,822,638,4530,5162,5,11,False
31,28,4,6,1098,83,188,580,1192,121,113,1287,946,1990,2406,2,4,False
46,11,5,4,3041,1,387,582,3128,19,18,861,705,5515,6182,0,1,True
43,59,2,8,3222,3,419,457,3438,1,0,542,411,5968,6646,0,2,False
62,13,4,2,2446,2,325,506,2510,10,5,822,639,4530,5162,2,0,False
136,47,3,4,97,0,49,757,223,1,0,1499,1185,313,475,1,0,False
71,12,5,3,3157,6,406,508,3285,7,5,647,506,5775,6453,0,2,True
221,169,3,1,394,0,92,759,501,1,0,1512,1173,745,1010,1,0,False
52,16,6,6,2328,4,321,490,2421,10,7,791,622,4374,4995,2,1,True
80,37,7,10,3293,0,419,405,3451,1,0,395,287,5989,6667,2,3,True
17,9,14,9,1240,15,210,571,1315,38,26,1346,983,2231,2678,2,17,False
119,441,5,13,2814,0,361,652,2901,1,0,1035,833,5156,5804,0,1,True
9,2,2,2,2898,10,370,653,3023,12,10,984,798,5321,5976,0,0,False
60,24,6,26,2426,37,324,485,2501,38,32,816,636,4511,5141,1,16,False
81,40,13,14,3490,0,436,315,3594,2,0,158,103,6192,6870,1,8,False
69,15,16,15,1356,6,227,591,1442,8,6,1441,1050,2497,2968,4,19,False
218,28,12,7,291,133,77,767,404,177,169,1511,1198,587,820,4,5,False
73,65,6,9,2757,12,354,694,2839,13,10,1088,890,5053,5699,2,7,True
197,58,5,11,1393,0,229,561,1458,1,0,1436,1026,2542,3021,1,4,False
86,81,6,7,1484,0,245,609,1591,1,0,1421,1041,2782,3284,1,1,True
8,23,15,22,3435,17,421,277,3461,31,18,250,170,6003,6681,0,9,False
18,16,18,21,1599,0,258,577,1682,2,0,1294,946,3001,3519,2,19,False
58,15,5,4,2778,140,357,683,2871,103,90,1067,868,5111,5757,2,1,False
41,8,3,2,1648,0,269,566,1743,1,0,1236,886,3126,3658,2,0,True
119,20,11,8,2996,11,379,608,3065,20,15,954,769,5416,6078,0,10,True
177,12,5,2,122,1,58,766,259,7,3,1495,1180,359,531,1,0,True
162,52,8,5,3032,0,385,585,3109,1,0,896,719,5488,6153,3,0,False
7,13,6,3,3605,39,440,232,3637,1,0,1,0,6208,6886,0,0,False
115,6,12,3,1488,0,245,605,1591,1,0,1422,1040,2783,3285,2,9,True
65,34,6,4,2637,0,342,584,2718,2,1,944,733,4878,5523,2,1,False
88,16,13,11,1896,0,297,466,1972,1,0,843,598,3714,4297,3,9,False
148,34,4,5,93,0,48,760,223,1,0,1503,1190,309,468,2,1,False
105,31,16,23,2262,0,313,456,2319,1,0,747,579,4248,4862,1,18,False
46,22,4,4,1532,0,246,562,1596,1,0,1411,1026,2799,3307,3,1,True
555,43,18,4,2283,59,315,475,2346,68,66,775,608,4285,4902,1,18,True
